"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"User can download the invoice for their purchases","43965","User close or cancel the Download popup","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 06:45:01 GMT 2025","passed","Fri Mar 28 06:45:45 GMT 2025","testcases.InvoiceTest","GMAP INGO Tests | Invoices","testcases.InvoiceTest","userTriesToCloseOrCancelDownloadPopup"
"Background task that logs the user into the INGO application","25529","BACKGROUND: Log in as Guest user","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 06:43:28 GMT 2025","passed","Fri Mar 28 06:43:54 GMT 2025","testcases.DashboardTest","GMAP INGO Tests | Dashboard","testcases.DashboardTest","logInAsGuestUser"
"Guest user cannot see the fuel widget","13781","Guest user cannot see the fuel widget","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 06:44:26 GMT 2025","passed","Fri Mar 28 06:44:40 GMT 2025","testcases.DashboardTest","GMAP INGO Tests | Dashboard","testcases.DashboardTest","guestUserCannotSeeTheFuelWidget"
"","26840","User tries to view the stores in list view when there are no stores available nearby","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 06:44:13 GMT 2025","passed","Fri Mar 28 06:44:40 GMT 2025","testcases.StoreLocatorTest","GMAP INGO Tests | StoreMapView","testcases.StoreLocatorTest","viewListWhenStoresAreNotAvailable"
"Background task that logs the user into the INGO application","124765","BACKGROUND: Log in as Existing user","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 06:49:02 GMT 2025","passed","Fri Mar 28 06:51:06 GMT 2025","testcases.TransactionDetailsTest","GMAP INGO Tests | Transaction details","testcases.TransactionDetailsTest","logInAs"
"","64714","Allow users to filter the store list based on the services offered","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 06:46:52 GMT 2025","passed","Fri Mar 28 06:47:57 GMT 2025","testcases.StoreLocatorTest","GMAP INGO Tests | StoreMapView","testcases.StoreLocatorTest","userTriesToFilterStations"
"Account tab does have indo.dk links for guest user","68534","Account tab does have indo.dk links for guest user","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 06:55:32 GMT 2025","passed","Fri Mar 28 06:56:40 GMT 2025","testcases.TransactionDetailsTest","GMAP INGO Tests | Transaction details","testcases.TransactionDetailsTest","verifySocialLinksNotForGuestUser"
"User navigates to Free Liters History and interacts with the month picker.","18458","User navigates to Free Liters History screen and interacts with the month picker","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 06:48:11 GMT 2025","passed","Fri Mar 28 06:48:30 GMT 2025","testcases.FreeLitersTest","GMAP INGO Tests | FreeLiters","testcases.FreeLitersTest","interactWithMonthPickerTest"
"Updated Wallet Screen with info","25862","Verify if the user is seeing Updated Wallet Screen with info","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 07:06:35 GMT 2025","broken","Fri Mar 28 07:07:01 GMT 2025","testcases.AccountTests","GMAP INGO Tests | Account","testcases.AccountTests","verifyCardsInfoButtonInformation"
"User tries to view Transactions List","40595","User tries to view the transactions history screen when there are No Transactions for the selected month","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 06:51:20 GMT 2025","passed","Fri Mar 28 06:52:00 GMT 2025","testcases.TransactionDetailsTest","GMAP INGO Tests | Transaction details","testcases.TransactionDetailsTest","checkTransactionsHistoryWithNoTransactionsInMonthTest"
"User tries to view free liter transactions","146374","User tries to view the free liter history details screen when there are No Free liters for the selected month","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 06:48:58 GMT 2025","failed","Fri Mar 28 06:51:24 GMT 2025","testcases.FreeLitersTest","GMAP INGO Tests | FreeLiters","testcases.FreeLitersTest","checkFreeLiterHistoryWithNoFreeLitersInMonthTest"
"User verifies first name in header widget","8817","validate first name on Dashboard after login","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 07:03:50 GMT 2025","failed","Fri Mar 28 07:03:59 GMT 2025","testcases.DashboardTest","GMAP INGO Tests | Dashboard","testcases.DashboardTest","validateFirstNameOfLogInUser"
"","37823","User views the Store card details when he clicks on store map Icon","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 06:44:53 GMT 2025","passed","Fri Mar 28 06:45:31 GMT 2025","testcases.StoreLocatorTest","GMAP INGO Tests | StoreMapView","testcases.StoreLocatorTest","viewStoreCard"
"SE New user tries to sign-up via email","205007","SE New user tries to sign-up via email","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 07:07:14 GMT 2025","passed","Fri Mar 28 07:10:39 GMT 2025","testcases.OnboardingTests","GMAP INGO Tests | Onboarding","testcases.OnboardingTests","newUserTriesToSignUpViaEmailForSweden"
"User profile when there are no free liter transactions and also to check functionality of Free Liters Information Overlay","43382","User tries to click on the information overlay to see the info and closes it","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 06:43:07 GMT 2025","passed","Fri Mar 28 06:43:50 GMT 2025","testcases.FreeLitersTest","GMAP INGO Tests | FreeLiters","testcases.FreeLitersTest","freeLitersInformationOverlayTest"
"","101801","No stores found in user location and selected area","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 06:53:19 GMT 2025","passed","Fri Mar 28 06:55:00 GMT 2025","testcases.StoreLocatorTest","GMAP INGO Tests | StoreMapView","testcases.StoreLocatorTest","userVerifyErrorMessageWithNoStoresInSelectedArea"
"For non logged in users align the text and CTA on Games landing screen to center aligned","58274","Verify if the user is redirecting to Games screen from home page as a guest user","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 06:59:58 GMT 2025","passed","Fri Mar 28 07:00:56 GMT 2025","testcases.IngoGamesTest","GMAP INGO Tests | IngoGames","testcases.IngoGamesTest","verifyGamesScreenFromHomePage"
"","277878","User tries to search for stores using using different criteria","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 06:57:23 GMT 2025","passed","Fri Mar 28 07:02:01 GMT 2025","testcases.StoreLocatorTest","GMAP INGO Tests | StoreMapView","testcases.StoreLocatorTest","userTriesToSearchForStoresUsingDifferentCriteria"
"User tries to view Transaction Filter Screen","32367","when user taps on the filter icon on the list screen, user should be presented with the transaction filter screen","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 06:52:14 GMT 2025","passed","Fri Mar 28 06:52:46 GMT 2025","testcases.TransactionDetailsTest","GMAP INGO Tests | Transaction details","testcases.TransactionDetailsTest","checkTransactionFilterScreenIsDisplayed"
"User is able to see store widget on dashboard","9561","User is able to see store widget on dashboard","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 06:47:46 GMT 2025","passed","Fri Mar 28 06:47:55 GMT 2025","testcases.DashboardTest","GMAP INGO Tests | Dashboard","testcases.DashboardTest","userIsAbleToSeeStoreWidgetOnDashboard"
"","25954","Guest user tried to view stores in list view by granting location permission","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 06:43:34 GMT 2025","passed","Fri Mar 28 06:44:00 GMT 2025","testcases.StoreLocatorTest","GMAP INGO Tests | StoreMapView","testcases.StoreLocatorTest","storeListViewWithStoresAvailableTest"
"Registered user is able to see INGO logo","131054","Registered user is able to see INGO logo","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 07:01:20 GMT 2025","passed","Fri Mar 28 07:03:31 GMT 2025","testcases.DashboardTest","GMAP INGO Tests | Dashboard","testcases.DashboardTest","registeredUserIsAbleToSeeIngoLogo"
"Validate different component for guest user on home page","18110","Dashboard for guest user","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 06:44:58 GMT 2025","passed","Fri Mar 28 06:45:16 GMT 2025","testcases.DashboardTest","GMAP INGO Tests | Dashboard","testcases.DashboardTest","validateDashboardForGuestUser"
"User Sign-in to IngoApp using PhoneNumber and OTP","128199","User Sign-in to IngoApp using PhoneNumber and OTP","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 07:25:21 GMT 2025","passed","Fri Mar 28 07:27:29 GMT 2025","testcases.OnboardingTests","GMAP INGO Tests | Onboarding","testcases.OnboardingTests","ingoUserSignIntoAppUsingPhoneNumberAndOTP"
"[Ingo][Greeting Header Widget]Verify Header Component with Long user name","143178","Verify Header Component with Long user name after login","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 06:55:31 GMT 2025","passed","Fri Mar 28 06:57:54 GMT 2025","testcases.DashboardTest","GMAP INGO Tests | Dashboard","testcases.DashboardTest","validateLongNameShowingOnHeaderAfterLogin"
"No transaction for applied filter","35904","verify No transaction for applied filter","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 06:57:55 GMT 2025","broken","Fri Mar 28 06:58:31 GMT 2025","testcases.UserTransactionTest","GMAP INGO Tests | UserTransaction","testcases.UserTransactionTest","checkTransactionFilterWhenAppliedForNoResult"
"","91400","Guest user tried to view stores in map view by granting location permission","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 06:41:11 GMT 2025","passed","Fri Mar 28 06:42:42 GMT 2025","testcases.StoreLocatorTest","GMAP INGO Tests | StoreMapView","testcases.StoreLocatorTest","clickOnUseYourCurrentLocationOption"
