"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","75376","Guest user tried to view stores in map view by granting location permission","GMAP INGO Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 07:34:04 GMT 2025","passed","Thu Mar 27 07:35:19 GMT 2025","testcases.StoreLocatorTest","GMAP INGO Tests | StoreMapView","testcases.StoreLocatorTest","clickOnUseYourCurrentLocationOption"
"SE New user sign up via phone number on first/clean app run","274024","SE New user sign up via phone number on first/clean app run","GMAP INGO Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 08:07:29 GMT 2025","passed","Thu Mar 27 08:12:03 GMT 2025","testcases.OnboardingTests","GMAP INGO Tests | Onboarding","testcases.OnboardingTests","newUserSignUpViaPhoneNumberForSweden"
"Registered user is able to see INGO logo","127174","Registered user is able to see INGO logo","GMAP INGO Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 07:51:29 GMT 2025","passed","Thu Mar 27 07:53:37 GMT 2025","testcases.DashboardTest","GMAP INGO Tests | Dashboard","testcases.DashboardTest","registeredUserIsAbleToSeeIngoLogo"
"Updated Wallet Screen with info","24570","Verify if the user is seeing Updated Wallet Screen with info","GMAP INGO Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 07:59:37 GMT 2025","broken","Thu Mar 27 08:00:02 GMT 2025","testcases.AccountTests","GMAP INGO Tests | Account","testcases.AccountTests","verifyCardsInfoButtonInformation"
"User tries to view Transactions List","41987","User tries to view the transactions history screen when there are No Transactions for the selected month","GMAP INGO Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 07:43:37 GMT 2025","passed","Thu Mar 27 07:44:19 GMT 2025","testcases.TransactionDetailsTest","GMAP INGO Tests | Transaction details","testcases.TransactionDetailsTest","checkTransactionsHistoryWithNoTransactionsInMonthTest"
"GMAP user accepts ingo terms while signing  into  INGO app","101448","[INGO][Sign in/Sign up] DK INGO enrollment by GMAP user without terms_ingo accepted","GMAP INGO Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 08:21:56 GMT 2025","passed","Thu Mar 27 08:23:38 GMT 2025","testcases.OnboardingTests","GMAP INGO Tests | Onboarding","testcases.OnboardingTests","gmapUserDKTriesToSignInToIngoAppAndAcceptsIngoTerms"
"Guest user is able to see INGO logo","4522","Guest user is able to see INGO logo","GMAP INGO Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 07:36:43 GMT 2025","passed","Thu Mar 27 07:36:48 GMT 2025","testcases.DashboardTest","GMAP INGO Tests | Dashboard","testcases.DashboardTest","guestUserIsAbleToSeeIngoLogo"
"Background task that logs the user into the INGO application","121733","BACKGROUND: Log in as existing user","GMAP INGO Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 07:33:10 GMT 2025","passed","Thu Mar 27 07:35:12 GMT 2025","testcases.CardManagementTests","GMAP INGO Tests | CardManagement","testcases.CardManagementTests","logInAsAnExistingUserUsingMyPhoneNumber"
"user taps on a transaction from the list","32195","User should be taken to the Transaction details screen with the selected transaction's detailed information","GMAP INGO Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 07:46:13 GMT 2025","passed","Thu Mar 27 07:46:45 GMT 2025","testcases.TransactionDetailsTest","GMAP INGO Tests | Transaction details","testcases.TransactionDetailsTest","checkTransactionDetailScreenIsDisplayed"
"User tries to view Transaction Filter Screen","38875","when user taps on the filter icon on the list screen, user should be presented with the transaction filter screen","GMAP INGO Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 07:44:33 GMT 2025","passed","Thu Mar 27 07:45:12 GMT 2025","testcases.TransactionDetailsTest","GMAP INGO Tests | Transaction details","testcases.TransactionDetailsTest","checkTransactionFilterScreenIsDisplayed"
"User tries to view free liter transactions","146607","User tries to view the free liter history details screen when there are No Free liters for the selected month","GMAP INGO Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 07:40:23 GMT 2025","passed","Thu Mar 27 07:42:49 GMT 2025","testcases.FreeLitersTest","GMAP INGO Tests | FreeLiters","testcases.FreeLitersTest","checkFreeLiterHistoryWithNoFreeLitersInMonthTest"
"","38880","BACKGROUND: Log in as Guest user","GMAP INGO Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 07:33:10 GMT 2025","passed","Thu Mar 27 07:33:49 GMT 2025","testcases.StoreLocatorTest","GMAP INGO Tests | StoreMapView","testcases.StoreLocatorTest","logInAsGuestUser"
"","56181","User views the Store card details when he clicks on store map Icon","GMAP INGO Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 07:38:08 GMT 2025","passed","Thu Mar 27 07:39:04 GMT 2025","testcases.StoreLocatorTest","GMAP INGO Tests | StoreMapView","testcases.StoreLocatorTest","viewStoreCard"
"Background task that logs the user into the INGO application","122708","BACKGROUND: Log in as a car wash user","GMAP INGO Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 07:57:14 GMT 2025","passed","Thu Mar 27 07:59:17 GMT 2025","testcases.CarWashTest","GMAP INGO Tests | Car Wash","testcases.CarWashTest","logInAsACarWashTestUser"
"[Ingo][Greeting Header Widget]Verify Header Component with short user name","126411","Verify Header Component with short user name after login","GMAP INGO Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 07:44:04 GMT 2025","passed","Thu Mar 27 07:46:10 GMT 2025","testcases.DashboardTest","GMAP INGO Tests | Dashboard","testcases.DashboardTest","validateShortNameShowingOnHeaderAfterLogin"
"SE New user tries to sign-up via email","251170","SE New user tries to sign-up via email","GMAP INGO Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 08:02:40 GMT 2025","passed","Thu Mar 27 08:06:51 GMT 2025","testcases.OnboardingTests","GMAP INGO Tests | Onboarding","testcases.OnboardingTests","newUserTriesToSignUpViaEmailForSweden"
"Account tab does have indo.dk links for guest user","80137","Account tab does have indo.dk links for guest user","GMAP INGO Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 07:48:37 GMT 2025","passed","Thu Mar 27 07:49:57 GMT 2025","testcases.TransactionDetailsTest","GMAP INGO Tests | Transaction details","testcases.TransactionDetailsTest","verifySocialLinksNotForGuestUser"
"Background task that logs the user into the INGO application","121182","BACKGROUND: Log in as a user to check Free liters history transactions","GMAP INGO Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 07:33:14 GMT 2025","passed","Thu Mar 27 07:35:15 GMT 2025","testcases.FreeLitersTest","GMAP INGO Tests | FreeLiters","testcases.FreeLitersTest","logInAsAUserToCheckFreeLiter"
"User Sign-in to IngoApp using PhoneNumber and OTP","149228","User Sign-in to IngoApp using PhoneNumber and OTP","GMAP INGO Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 08:24:00 GMT 2025","passed","Thu Mar 27 08:26:30 GMT 2025","testcases.OnboardingTests","GMAP INGO Tests | Onboarding","testcases.OnboardingTests","ingoUserSignIntoAppUsingPhoneNumberAndOTP"
"Validate different component for guest user on home page","22339","Dashboard for guest user","GMAP INGO Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 07:37:29 GMT 2025","passed","Thu Mar 27 07:37:52 GMT 2025","testcases.DashboardTest","GMAP INGO Tests | Dashboard","testcases.DashboardTest","validateDashboardForGuestUser"
"User previews invoice menu without transactions","19856","User tries to download the Invoices in Account Section","GMAP INGO Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 07:36:38 GMT 2025","passed","Thu Mar 27 07:36:58 GMT 2025","testcases.InvoiceTest","GMAP INGO Tests | Invoices","testcases.InvoiceTest","downloadInvoices"
"","134808","Verify the fuel types as filter for Store locator functionality","GMAP INGO Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 08:01:19 GMT 2025","passed","Thu Mar 27 08:03:34 GMT 2025","testcases.StoreLocatorTest","GMAP INGO Tests | StoreMapView","testcases.StoreLocatorTest","verifyTheFuelTypesAsFilterForStoreLocatorFunctionality"
"New user tries to sign-up via email","279777","New user tries to sign-up via email","GMAP INGO Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 07:52:21 GMT 2025","passed","Thu Mar 27 07:57:01 GMT 2025","testcases.OnboardingTests","GMAP INGO Tests | Onboarding","testcases.OnboardingTests","newUserTriesToSignUpViaEmailFromOnboarding"
"Move sign in/sign up button as per the figma designs","10955","User validate sign in and sign up button for login and guest user ","GMAP INGO Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 07:56:53 GMT 2025","passed","Thu Mar 27 07:57:04 GMT 2025","testcases.DashboardTest","GMAP INGO Tests | Dashboard","testcases.DashboardTest","checkSignInSignUpButtonForLoginUser"
"Guest user cannot see the Fuel Statistics component","38566","Guest user cannot see the Fuel Statistics component","GMAP INGO Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 07:39:33 GMT 2025","passed","Thu Mar 27 07:40:11 GMT 2025","testcases.DashboardTest","GMAP INGO Tests | Dashboard","testcases.DashboardTest","guestUserCannotSeeTheFuelStatisticsComponent"
"When user click on back chevron on transaction detail screen it will go back to transaction List Page","33271","User switch from transaction detail page to transaction list page","GMAP INGO Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 07:45:25 GMT 2025","passed","Thu Mar 27 07:45:59 GMT 2025","testcases.TransactionDetailsTest","GMAP INGO Tests | Transaction details","testcases.TransactionDetailsTest","userSwitchesFromTransactionDetailViewToTransactionListView"
"Background task that logs the user into the INGO application","39629","BACKGROUND: Log in as Guest user","GMAP INGO Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 07:35:50 GMT 2025","passed","Thu Mar 27 07:36:29 GMT 2025","testcases.DashboardTest","GMAP INGO Tests | Dashboard","testcases.DashboardTest","logInAsGuestUser"
"User profile when there are no free liter transactions and also to check functionality of Free Liters Information Overlay","48628","User tries to click on the information overlay to see the info and closes it","GMAP INGO Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 07:35:29 GMT 2025","passed","Thu Mar 27 07:36:18 GMT 2025","testcases.FreeLitersTest","GMAP INGO Tests | FreeLiters","testcases.FreeLitersTest","freeLitersInformationOverlayTest"
"","200365","Verify the fuel types as filter for Store locator functionality with Swedish User","GMAP INGO Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 08:03:58 GMT 2025","passed","Thu Mar 27 08:07:19 GMT 2025","testcases.StoreLocatorTest","GMAP INGO Tests | StoreMapView","testcases.StoreLocatorTest","userTriesToFilterFuelTypesForStoreLocatorSwedishUser"
"User navigates to Free Liters History and interacts with the month picker.","23924","User navigates to Free Liters History screen and interacts with the month picker","GMAP INGO Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 07:39:35 GMT 2025","passed","Thu Mar 27 07:39:59 GMT 2025","testcases.FreeLitersTest","GMAP INGO Tests | FreeLiters","testcases.FreeLitersTest","interactWithMonthPickerTest"
"","46172","Guest user tried to view stores in list view by granting location permission","GMAP INGO Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 07:36:18 GMT 2025","passed","Thu Mar 27 07:37:04 GMT 2025","testcases.StoreLocatorTest","GMAP INGO Tests | StoreMapView","testcases.StoreLocatorTest","storeListViewWithStoresAvailableTest"
"Background task that logs the user into the INGO application","121407","BACKGROUND: Log in as existing user","GMAP INGO Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 07:33:22 GMT 2025","passed","Thu Mar 27 07:35:23 GMT 2025","testcases.InvoiceTest","GMAP INGO Tests | Invoices","testcases.InvoiceTest","logInAsExistingUser"
"User can view the Invoice of their purchases ","148702","User not having invoices in Invoice Screen","GMAP INGO Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 07:38:25 GMT 2025","broken","Thu Mar 27 07:40:54 GMT 2025","testcases.InvoiceTest","GMAP INGO Tests | Invoices","testcases.InvoiceTest","userWithNoInvoices"
"User tries to view free liter transactions","169458","User tries to view the free liter history screen details","GMAP INGO Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 07:36:32 GMT 2025","passed","Thu Mar 27 07:39:21 GMT 2025","testcases.FreeLitersTest","GMAP INGO Tests | FreeLiters","testcases.FreeLitersTest","checkFreeLiterHistoryDetailsTest"
"[Ingo][Greeting Header Widget]Verify Header Component with Long user name","129315","Verify Header Component with Long user name after login","GMAP INGO Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 07:46:29 GMT 2025","passed","Thu Mar 27 07:48:39 GMT 2025","testcases.DashboardTest","GMAP INGO Tests | Dashboard","testcases.DashboardTest","validateLongNameShowingOnHeaderAfterLogin"
"User can download the invoice for their purchases","53187","User close or cancel the Download popup","GMAP INGO Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 07:37:13 GMT 2025","passed","Thu Mar 27 07:38:07 GMT 2025","testcases.InvoiceTest","GMAP INGO Tests | Invoices","testcases.InvoiceTest","userTriesToCloseOrCancelDownloadPopup"
"New user sign up via phone number on first/clean app run","265554","New user sign up via phone number on first/clean app run","GMAP INGO Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 07:57:45 GMT 2025","passed","Thu Mar 27 08:02:11 GMT 2025","testcases.OnboardingTests","GMAP INGO Tests | Onboarding","testcases.OnboardingTests","newUserSignUpViaPhoneNumber"
"","94492","Allow users to filter the store list based on the services offered","GMAP INGO Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 07:40:50 GMT 2025","passed","Thu Mar 27 07:42:25 GMT 2025","testcases.StoreLocatorTest","GMAP INGO Tests | StoreMapView","testcases.StoreLocatorTest","userTriesToFilterStations"
"","36206","User tries to view the stores in list view when there are no stores available nearby","GMAP INGO Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 07:37:18 GMT 2025","passed","Thu Mar 27 07:37:54 GMT 2025","testcases.StoreLocatorTest","GMAP INGO Tests | StoreMapView","testcases.StoreLocatorTest","viewListWhenStoresAreNotAvailable"
"User Clicks on Station Widget on Home and redirects to station detail page","98583","User clicks on station widget on home screen to redirect to station details screen","GMAP INGO Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 07:42:07 GMT 2025","passed","Thu Mar 27 07:43:45 GMT 2025","testcases.DashboardTest","GMAP INGO Tests | Dashboard","testcases.DashboardTest","clickOnStationWidget"
"User verifies first name in header widget","5492","validate first name on Dashboard after login","GMAP INGO Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 07:53:51 GMT 2025","passed","Thu Mar 27 07:53:56 GMT 2025","testcases.DashboardTest","GMAP INGO Tests | Dashboard","testcases.DashboardTest","validateFirstNameOfLogInUser"
"User can view the Invoice of their purchases ","45700","User tries to view the Invoices in Account Section","GMAP INGO Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 07:35:38 GMT 2025","passed","Thu Mar 27 07:36:24 GMT 2025","testcases.InvoiceTest","GMAP INGO Tests | Invoices","testcases.InvoiceTest","viewInvoices"
"For non logged in users align the text and CTA on Games landing screen to center aligned","83400","Verify if the user is redirecting to Games screen from home page as a guest user","GMAP INGO Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 07:55:32 GMT 2025","passed","Thu Mar 27 07:56:55 GMT 2025","testcases.IngoGamesTest","GMAP INGO Tests | IngoGames","testcases.IngoGamesTest","verifyGamesScreenFromHomePage"
"Ability to apply filters to the list of transactions based on criteria","31025","User apply filters to the list of transactions based on criteria such as fuel type ,car wash","GMAP INGO Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 07:50:24 GMT 2025","passed","Thu Mar 27 07:50:55 GMT 2025","testcases.UserTransactionTest","GMAP INGO Tests | UserTransaction","testcases.UserTransactionTest","checkTransactionFiltersView"
"User with First name having special Char is showing on header after login","127294"," validate first name on Dashboard after login","GMAP INGO Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 07:49:03 GMT 2025","failed","Thu Mar 27 07:51:11 GMT 2025","testcases.DashboardTest","GMAP INGO Tests | Dashboard","testcases.DashboardTest","validateSpecialCharFirstNameOfLogInUser"
"Background task that logs the user into the INGO application","120433","BACKGROUND: Log in as user to check user transactions","GMAP INGO Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 07:48:10 GMT 2025","passed","Thu Mar 27 07:50:10 GMT 2025","testcases.UserTransactionTest","GMAP INGO Tests | UserTransaction","testcases.UserTransactionTest","logInAsToCheckUserTransaction"
"","172407","User gets real-time suggestions as they type in Store type ahead search","GMAP INGO Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 07:49:05 GMT 2025","passed","Thu Mar 27 07:51:57 GMT 2025","testcases.StoreLocatorTest","GMAP INGO Tests | StoreMapView","testcases.StoreLocatorTest","userGetsRealTimeSuggestionsAsTheyType"
"","56044","No Store Found message when user navigates from Map view to List view with no stores","GMAP INGO Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 07:44:09 GMT 2025","passed","Thu Mar 27 07:45:05 GMT 2025","testcases.StoreLocatorTest","GMAP INGO Tests | StoreMapView","testcases.StoreLocatorTest","userVerifyErrorMessageInListViewWithNoStores"
"","32244","Guest user tried to view stores by searching for a store","GMAP INGO Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 07:35:33 GMT 2025","passed","Thu Mar 27 07:36:05 GMT 2025","testcases.StoreLocatorTest","GMAP INGO Tests | StoreMapView","testcases.StoreLocatorTest","SearchForLocationAndClickOnStore"
"No transaction for applied filter","34452","verify No transaction for applied filter","GMAP INGO Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 07:51:11 GMT 2025","broken","Thu Mar 27 07:51:46 GMT 2025","testcases.UserTransactionTest","GMAP INGO Tests | UserTransaction","testcases.UserTransactionTest","checkTransactionFilterWhenAppliedForNoResult"
"User's profile when there are no free liter transactions and also to check functionality of Free Liters Information Overlay","137356","User tries to view the free liter history when there are no free liter history transactions in his profile ","GMAP INGO Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 07:44:53 GMT 2025","passed","Thu Mar 27 07:47:10 GMT 2025","testcases.FreeLitersTest","GMAP INGO Tests | FreeLiters","testcases.FreeLitersTest","noFreeLitersInUserHistoryTest"
"Guest user cannot see the savings widget","36775","Guest user cannot see the savings widget","GMAP INGO Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 07:38:42 GMT 2025","passed","Thu Mar 27 07:39:19 GMT 2025","testcases.DashboardTest","GMAP INGO Tests | Dashboard","testcases.DashboardTest","guestUserCannotSeeTheSavingsWidget"
"GMAP user accepts ingo terms while signing  into  INGO app","100470","GMAP user needs to accept ingo privacy terms for signing into INGO app","GMAP INGO Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 08:19:40 GMT 2025","passed","Thu Mar 27 08:21:20 GMT 2025","testcases.OnboardingTests","GMAP INGO Tests | Onboarding","testcases.OnboardingTests","gmapSEUserTriesToSignInToIngoAppAndAcceptsIngoTerms"
"","96492","No Store Found message displayed when no stores present using filters","GMAP INGO Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 07:45:19 GMT 2025","broken","Thu Mar 27 07:46:55 GMT 2025","testcases.StoreLocatorTest","GMAP INGO Tests | StoreMapView","testcases.StoreLocatorTest","userVerifyErrorMessageWithNoStoresUsingFilters"
"user with no transaction and invoices see empty message","162948","verify message for no Invoices screen and transaction screen","GMAP INGO Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 07:51:46 GMT 2025","broken","Thu Mar 27 07:54:29 GMT 2025","testcases.TransactionDetailsTest","GMAP INGO Tests | Transaction details","testcases.TransactionDetailsTest","emptyInvoiceScreen"
"User is able to see the fuel types and car wash icons","62759","User is able to see the fuel types and car wash service on store widget","GMAP INGO Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 07:40:51 GMT 2025","broken","Thu Mar 27 07:41:54 GMT 2025","testcases.DashboardTest","GMAP INGO Tests | Dashboard","testcases.DashboardTest","checkFuelTypesAndCarWash"
"Background task that logs the user into the INGO application","118514","BACKGROUND: Log in as Existing user","GMAP INGO Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 07:57:25 GMT 2025","passed","Thu Mar 27 07:59:23 GMT 2025","testcases.AccountTests","GMAP INGO Tests | Account","testcases.AccountTests","logInAsExistingUser"
"User Sign-in to IngoApp using Email and OTP","139908","User Sign-in to IngoApp using Email and OTP","GMAP INGO Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 08:26:49 GMT 2025","broken","Thu Mar 27 08:29:09 GMT 2025","testcases.OnboardingTests","GMAP INGO Tests | Onboarding","testcases.OnboardingTests","ingoUserSignIntoAppUsingEmailAndOTP"
"INGO User sign in via email and password","129221","INGO User Sign in using Email and password","GMAP INGO Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 08:16:59 GMT 2025","passed","Thu Mar 27 08:19:08 GMT 2025","testcases.OnboardingTests","GMAP INGO Tests | Onboarding","testcases.OnboardingTests","ingoUserSignIntoAppUsingEmailAndPassword"
"","35029","User tries to view the stores by searching with a store name in search bar and if the store is not present","GMAP INGO Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 07:43:20 GMT 2025","passed","Thu Mar 27 07:43:55 GMT 2025","testcases.StoreLocatorTest","GMAP INGO Tests | StoreMapView","testcases.StoreLocatorTest","noStoreWhenSearchedWithOtherStoreName"
"","197667","Verify the fuel types as filter for Store locator functionality with Danish User","GMAP INGO Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 08:07:43 GMT 2025","passed","Thu Mar 27 08:11:00 GMT 2025","testcases.StoreLocatorTest","GMAP INGO Tests | StoreMapView","testcases.StoreLocatorTest","userTriesToFilterFuelTypesForStoreLocatorDanishUser"
"User is able to see store widget on dashboard","11897","User is able to see store widget on dashboard","GMAP INGO Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 07:40:25 GMT 2025","passed","Thu Mar 27 07:40:37 GMT 2025","testcases.DashboardTest","GMAP INGO Tests | Dashboard","testcases.DashboardTest","userIsAbleToSeeStoreWidgetOnDashboard"
