"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"[Ingo][Greeting Header Widget]Verify Header Component with Long user name","178853","Verify Header Component with Long user name after login","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 14:02:43 GMT 2025","passed","Fri Mar 28 14:05:42 GMT 2025","testcases.DashboardTest","GMAP INGO Tests | Dashboard","testcases.DashboardTest","validateLongNameShowingOnHeaderAfterLogin"
"New user sign up via phone number on first/clean app run","125645","New user sign up via phone number on first/clean app run","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 14:09:34 GMT 2025","broken","Fri Mar 28 14:11:40 GMT 2025","testcases.OnboardingTests","GMAP INGO Tests | Onboarding","testcases.OnboardingTests","newUserSignUpViaPhoneNumber"
"Background task that logs the user into the INGO application","136160","BACKGROUND: Log in as Existing user","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 14:12:08 GMT 2025","passed","Fri Mar 28 14:14:24 GMT 2025","testcases.AccountTests","GMAP INGO Tests | Account","testcases.AccountTests","logInAsExistingUser"
"SE New user tries to sign-up via email","142639","SE New user tries to sign-up via email","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 14:12:15 GMT 2025","broken","Fri Mar 28 14:14:38 GMT 2025","testcases.OnboardingTests","GMAP INGO Tests | Onboarding","testcases.OnboardingTests","newUserTriesToSignUpViaEmailForSweden"
"Background task that logs the user into the INGO application","200048","BACKGROUND: Log in as Existing user","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 13:54:55 GMT 2025","passed","Fri Mar 28 13:58:15 GMT 2025","testcases.TransactionDetailsTest","GMAP INGO Tests | Transaction details","testcases.TransactionDetailsTest","logInAs"
"User is able to see store widget on dashboard","12416","User is able to see store widget on dashboard","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 13:54:18 GMT 2025","passed","Fri Mar 28 13:54:30 GMT 2025","testcases.DashboardTest","GMAP INGO Tests | Dashboard","testcases.DashboardTest","userIsAbleToSeeStoreWidgetOnDashboard"
"No transaction for applied filter","34879","verify No transaction for applied filter","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 14:06:00 GMT 2025","broken","Fri Mar 28 14:06:35 GMT 2025","testcases.UserTransactionTest","GMAP INGO Tests | UserTransaction","testcases.UserTransactionTest","checkTransactionFilterWhenAppliedForNoResult"
"","81288","User tries to view the stores by searching with a store name in search bar and if the store is not present","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 13:54:59 GMT 2025","passed","Fri Mar 28 13:56:21 GMT 2025","testcases.StoreLocatorTest","GMAP INGO Tests | StoreMapView","testcases.StoreLocatorTest","noStoreWhenSearchedWithOtherStoreName"
"Updated Wallet Screen with info","24610","Verify if the user is seeing Updated Wallet Screen with info","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 14:14:43 GMT 2025","broken","Fri Mar 28 14:15:08 GMT 2025","testcases.AccountTests","GMAP INGO Tests | Account","testcases.AccountTests","verifyCardsInfoButtonInformation"
"Background task that logs the user into the INGO application","132422","BACKGROUND: Log in as existing user","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 13:46:32 GMT 2025","passed","Fri Mar 28 13:48:45 GMT 2025","testcases.InvoiceTest","GMAP INGO Tests | Invoices","testcases.InvoiceTest","logInAsExistingUser"
"User Sign-in to IngoApp using Email and OTP","117172","User Sign-in to IngoApp using Email and OTP","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 14:26:33 GMT 2025","passed","Fri Mar 28 14:28:31 GMT 2025","testcases.OnboardingTests","GMAP INGO Tests | Onboarding","testcases.OnboardingTests","ingoUserSignIntoAppUsingEmailAndOTP"
"Validate different component for guest user on home page","20944","Dashboard for guest user","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 13:51:07 GMT 2025","passed","Fri Mar 28 13:51:28 GMT 2025","testcases.DashboardTest","GMAP INGO Tests | Dashboard","testcases.DashboardTest","validateDashboardForGuestUser"
"Guest user cannot see the fuel widget","12366","Guest user cannot see the fuel widget","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 13:50:36 GMT 2025","passed","Fri Mar 28 13:50:48 GMT 2025","testcases.DashboardTest","GMAP INGO Tests | Dashboard","testcases.DashboardTest","guestUserCannotSeeTheFuelWidget"
"","144730","No Store Found message displayed when no stores present using filters","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 13:58:15 GMT 2025","passed","Fri Mar 28 14:00:39 GMT 2025","testcases.StoreLocatorTest","GMAP INGO Tests | StoreMapView","testcases.StoreLocatorTest","userVerifyErrorMessageWithNoStoresUsingFilters"
"Ability to apply filters to the list of transactions based on criteria","29919","User apply filters to the list of transactions based on criteria such as fuel type ,car wash","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 14:05:16 GMT 2025","passed","Fri Mar 28 14:05:46 GMT 2025","testcases.UserTransactionTest","GMAP INGO Tests | UserTransaction","testcases.UserTransactionTest","checkTransactionFiltersView"
"Background task that logs the user into the INGO application","25842","BACKGROUND: Log in as Guest user","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 13:49:28 GMT 2025","passed","Fri Mar 28 13:49:54 GMT 2025","testcases.DashboardTest","GMAP INGO Tests | Dashboard","testcases.DashboardTest","logInAsGuestUser"
"User Sign-in to IngoApp using PhoneNumber and OTP","145482","User Sign-in to IngoApp using PhoneNumber and OTP","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 14:23:44 GMT 2025","passed","Fri Mar 28 14:26:09 GMT 2025","testcases.OnboardingTests","GMAP INGO Tests | Onboarding","testcases.OnboardingTests","ingoUserSignIntoAppUsingPhoneNumberAndOTP"
"","340029","User tries to search for stores using using different criteria","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 14:06:04 GMT 2025","passed","Fri Mar 28 14:11:44 GMT 2025","testcases.StoreLocatorTest","GMAP INGO Tests | StoreMapView","testcases.StoreLocatorTest","userTriesToSearchForStoresUsingDifferentCriteria"
"user taps on a transaction from the list","28962","User should be taken to the Transaction details screen with the selected transaction's detailed information","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 14:01:11 GMT 2025","passed","Fri Mar 28 14:01:40 GMT 2025","testcases.TransactionDetailsTest","GMAP INGO Tests | Transaction details","testcases.TransactionDetailsTest","checkTransactionDetailScreenIsDisplayed"
"User with First name having special Char is showing on header after login","150658"," validate first name on Dashboard after login","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 14:06:11 GMT 2025","passed","Fri Mar 28 14:08:42 GMT 2025","testcases.DashboardTest","GMAP INGO Tests | Dashboard","testcases.DashboardTest","validateSpecialCharFirstNameOfLogInUser"
"","53994","User verify store details screen to show the store information","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 13:51:45 GMT 2025","passed","Fri Mar 28 13:52:39 GMT 2025","testcases.StoreLocatorTest","GMAP INGO Tests | StoreMapView","testcases.StoreLocatorTest","userVerifyTheDetailsDisplayedOnStoreLocatorScreen"
"User profile when there are no free liter transactions and also to check functionality of Free Liters Information Overlay","48994","User tries to click on the information overlay to see the info and closes it","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 13:49:13 GMT 2025","passed","Fri Mar 28 13:50:02 GMT 2025","testcases.FreeLitersTest","GMAP INGO Tests | FreeLiters","testcases.FreeLitersTest","freeLitersInformationOverlayTest"
"Registered user is able to see INGO logo","145444","Registered user is able to see INGO logo","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 14:09:11 GMT 2025","passed","Fri Mar 28 14:11:37 GMT 2025","testcases.DashboardTest","GMAP INGO Tests | Dashboard","testcases.DashboardTest","registeredUserIsAbleToSeeIngoLogo"
"User can view the Invoice of their purchases ","48508","User tries to view the Invoices in Account Section","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 13:48:59 GMT 2025","passed","Fri Mar 28 13:49:48 GMT 2025","testcases.InvoiceTest","GMAP INGO Tests | Invoices","testcases.InvoiceTest","viewInvoices"
"User can view the Invoice of their purchases ","150421","User not having invoices in Invoice Screen","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 13:52:01 GMT 2025","passed","Fri Mar 28 13:54:31 GMT 2025","testcases.InvoiceTest","GMAP INGO Tests | Invoices","testcases.InvoiceTest","userWithNoInvoices"
"User verifies first name in header widget","150109","validate first name on Dashboard after login","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 14:12:36 GMT 2025","passed","Fri Mar 28 14:15:06 GMT 2025","testcases.DashboardTest","GMAP INGO Tests | Dashboard","testcases.DashboardTest","validateFirstNameOfLogInUser"
"","88831","Guest user tried to view stores in map view by granting location permission","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 13:46:59 GMT 2025","passed","Fri Mar 28 13:48:28 GMT 2025","testcases.StoreLocatorTest","GMAP INGO Tests | StoreMapView","testcases.StoreLocatorTest","clickOnUseYourCurrentLocationOption"
"","21628","User tries to view the stores by searching with a store name in search bar","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 13:54:19 GMT 2025","passed","Fri Mar 28 13:54:41 GMT 2025","testcases.StoreLocatorTest","GMAP INGO Tests | StoreMapView","testcases.StoreLocatorTest","searchForAStore"
"Background task that logs the user into the INGO application","132389","BACKGROUND: Log in as existing user","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 13:46:20 GMT 2025","passed","Fri Mar 28 13:48:33 GMT 2025","testcases.CardManagementTests","GMAP INGO Tests | CardManagement","testcases.CardManagementTests","logInAsAnExistingUserUsingMyPhoneNumber"
"Account tab does have links to social media for login user","38039","Account tab does have links to social media for login user","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 14:01:59 GMT 2025","passed","Fri Mar 28 14:02:37 GMT 2025","testcases.TransactionDetailsTest","GMAP INGO Tests | Transaction details","testcases.TransactionDetailsTest","verifySocialLinksForLoginUser"
"Account tab does have indo.dk links for guest user","72919","Account tab does have indo.dk links for guest user","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 14:02:56 GMT 2025","passed","Fri Mar 28 14:04:09 GMT 2025","testcases.TransactionDetailsTest","GMAP INGO Tests | Transaction details","testcases.TransactionDetailsTest","verifySocialLinksNotForGuestUser"
"For non logged in users align the text and CTA on Games landing screen to center aligned","65857","Verify if the user is redirecting to Games screen from home page as a guest user","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 14:07:45 GMT 2025","passed","Fri Mar 28 14:08:51 GMT 2025","testcases.IngoGamesTest","GMAP INGO Tests | IngoGames","testcases.IngoGamesTest","verifyGamesScreenFromHomePage"
"User tries to view free liter transactions","233349","User tries to view the free liter history screen details","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 13:50:21 GMT 2025","passed","Fri Mar 28 13:54:14 GMT 2025","testcases.FreeLitersTest","GMAP INGO Tests | FreeLiters","testcases.FreeLitersTest","checkFreeLiterHistoryDetailsTest"
"user with no transaction and invoices see empty message","152049","verify message for no Invoices screen and transaction screen","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 14:04:38 GMT 2025","passed","Fri Mar 28 14:07:10 GMT 2025","testcases.TransactionDetailsTest","GMAP INGO Tests | Transaction details","testcases.TransactionDetailsTest","emptyInvoiceScreen"
"SE New user sign up via phone number on first/clean app run","127786","SE New user sign up via phone number on first/clean app run","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 14:15:04 GMT 2025","broken","Fri Mar 28 14:17:12 GMT 2025","testcases.OnboardingTests","GMAP INGO Tests | Onboarding","testcases.OnboardingTests","newUserSignUpViaPhoneNumberForSweden"
"Sign in, delete your account try to sign in again","2423","Deleting account and sign in again using same email","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 14:18:22 GMT 2025","broken","Fri Mar 28 14:18:24 GMT 2025","testcases.OnboardingTests","GMAP INGO Tests | Onboarding","testcases.OnboardingTests","deleteExistingUserAndSignInUsingSameEmail"
"As a user, I want to see a synopsis of my fuel savings, so that I can keep track of my savings","164611","As a user, I want to see a synopsis of my fuel savings, so that I can keep track of my savings.","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 14:15:36 GMT 2025","passed","Fri Mar 28 14:18:20 GMT 2025","testcases.DashboardTest","GMAP INGO Tests | Dashboard","testcases.DashboardTest","checkYourSavingWidget"
"","234243","Verify the fuel types as filter for Store locator functionality with Swedish User","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 14:14:26 GMT 2025","passed","Fri Mar 28 14:18:20 GMT 2025","testcases.StoreLocatorTest","GMAP INGO Tests | StoreMapView","testcases.StoreLocatorTest","userTriesToFilterFuelTypesForStoreLocatorSwedishUser"
"Guest user is able to see dashboard components","7617","Guest user is able to see dashboard components","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 13:51:47 GMT 2025","passed","Fri Mar 28 13:51:55 GMT 2025","testcases.DashboardTest","GMAP INGO Tests | Dashboard","testcases.DashboardTest","guestUserIsAbleToSeeDashboardComponents"
"New user tries to sign-up via email","127224","New user tries to sign-up via email","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 14:07:01 GMT 2025","broken","Fri Mar 28 14:09:08 GMT 2025","testcases.OnboardingTests","GMAP INGO Tests | Onboarding","testcases.OnboardingTests","newUserTriesToSignUpViaEmailFromOnboarding"
"GMAP user accepts ingo terms while signing  into  INGO app","18900","GMAP user needs to accept ingo privacy terms for signing into INGO app","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 14:22:04 GMT 2025","failed","Fri Mar 28 14:22:23 GMT 2025","testcases.OnboardingTests","GMAP INGO Tests | Onboarding","testcases.OnboardingTests","gmapSEUserTriesToSignInToIngoAppAndAcceptsIngoTerms"
"","40815","User views the Store card details when he clicks on store map Icon","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 13:50:50 GMT 2025","passed","Fri Mar 28 13:51:31 GMT 2025","testcases.StoreLocatorTest","GMAP INGO Tests | StoreMapView","testcases.StoreLocatorTest","viewStoreCard"
"","112005","No stores found in user location and selected area","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 14:00:59 GMT 2025","passed","Fri Mar 28 14:02:51 GMT 2025","testcases.StoreLocatorTest","GMAP INGO Tests | StoreMapView","testcases.StoreLocatorTest","userVerifyErrorMessageWithNoStoresInSelectedArea"
"[Ingo][Greeting Header Widget]Verify Header Component with short user name","150460","Verify Header Component with short user name after login","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 13:59:28 GMT 2025","passed","Fri Mar 28 14:01:59 GMT 2025","testcases.DashboardTest","GMAP INGO Tests | Dashboard","testcases.DashboardTest","validateShortNameShowingOnHeaderAfterLogin"
"","104046","Verify the fuel types as filter for Store locator functionality","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 14:12:07 GMT 2025","passed","Fri Mar 28 14:13:51 GMT 2025","testcases.StoreLocatorTest","GMAP INGO Tests | StoreMapView","testcases.StoreLocatorTest","verifyTheFuelTypesAsFilterForStoreLocatorFunctionality"
"User tries to view Transaction Filter Screen","37593","when user taps on the filter icon on the list screen, user should be presented with the transaction filter screen","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 13:59:29 GMT 2025","passed","Fri Mar 28 14:00:07 GMT 2025","testcases.TransactionDetailsTest","GMAP INGO Tests | Transaction details","testcases.TransactionDetailsTest","checkTransactionFilterScreenIsDisplayed"
"User tries to view free liter transactions","200350","User tries to view the free liter history details screen when there are No Free liters for the selected month","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 13:55:55 GMT 2025","failed","Fri Mar 28 13:59:15 GMT 2025","testcases.FreeLitersTest","GMAP INGO Tests | FreeLiters","testcases.FreeLitersTest","checkFreeLiterHistoryWithNoFreeLitersInMonthTest"
"User's profile when there are no free liter transactions and also to check functionality of Free Liters Information Overlay","159033","User tries to view the free liter history when there are no free liter history transactions in his profile ","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 13:59:45 GMT 2025","failed","Fri Mar 28 14:02:24 GMT 2025","testcases.FreeLitersTest","GMAP INGO Tests | FreeLiters","testcases.FreeLitersTest","noFreeLitersInUserHistoryTest"
"","140036","User gets real-time suggestions as they type in Store type ahead search","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 14:03:14 GMT 2025","passed","Fri Mar 28 14:05:34 GMT 2025","testcases.StoreLocatorTest","GMAP INGO Tests | StoreMapView","testcases.StoreLocatorTest","userGetsRealTimeSuggestionsAsTheyType"
"","51554","No Store Found message when user navigates from Map view to List view with no stores","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 13:56:42 GMT 2025","passed","Fri Mar 28 13:57:33 GMT 2025","testcases.StoreLocatorTest","GMAP INGO Tests | StoreMapView","testcases.StoreLocatorTest","userVerifyErrorMessageInListViewWithNoStores"
"Move sign in/sign up button as per the figma designs","10979","User validate sign in and sign up button for login and guest user ","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 14:18:33 GMT 2025","passed","Fri Mar 28 14:18:44 GMT 2025","testcases.DashboardTest","GMAP INGO Tests | Dashboard","testcases.DashboardTest","checkSignInSignUpButtonForLoginUser"
"When user click on back chevron on transaction detail screen it will go back to transaction List Page","31990","User switch from transaction detail page to transaction list page","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 14:00:20 GMT 2025","passed","Fri Mar 28 14:00:52 GMT 2025","testcases.TransactionDetailsTest","GMAP INGO Tests | Transaction details","testcases.TransactionDetailsTest","userSwitchesFromTransactionDetailViewToTransactionListView"
"INGO User sign in via email and password","138486","INGO User Sign in using Email and password","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 14:18:56 GMT 2025","passed","Fri Mar 28 14:21:15 GMT 2025","testcases.OnboardingTests","GMAP INGO Tests | Onboarding","testcases.OnboardingTests","ingoUserSignIntoAppUsingEmailAndPassword"
"Background task that logs the user into the INGO application","141052","BACKGROUND: Log in as a car wash user","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 14:09:15 GMT 2025","passed","Fri Mar 28 14:11:36 GMT 2025","testcases.CarWashTest","GMAP INGO Tests | Car Wash","testcases.CarWashTest","logInAsACarWashTestUser"
"GMAP user accepts ingo terms while signing  into  INGO app","16763","[INGO][Sign in/Sign up] DK INGO enrollment by GMAP user without terms_ingo accepted","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 14:23:01 GMT 2025","failed","Fri Mar 28 14:23:18 GMT 2025","testcases.OnboardingTests","GMAP INGO Tests | Onboarding","testcases.OnboardingTests","gmapUserDKTriesToSignInToIngoAppAndAcceptsIngoTerms"
"","27520","Guest user tried to view stores in list view by granting location permission","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 13:49:25 GMT 2025","passed","Fri Mar 28 13:49:52 GMT 2025","testcases.StoreLocatorTest","GMAP INGO Tests | StoreMapView","testcases.StoreLocatorTest","storeListViewWithStoresAvailableTest"
"Guest user cannot see the Fuel Statistics component","50596","Guest user cannot see the Fuel Statistics component","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 13:53:08 GMT 2025","passed","Fri Mar 28 13:53:58 GMT 2025","testcases.DashboardTest","GMAP INGO Tests | Dashboard","testcases.DashboardTest","guestUserCannotSeeTheFuelStatisticsComponent"
"","28087","Guest user tried to view stores by searching for a store","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 13:48:43 GMT 2025","passed","Fri Mar 28 13:49:11 GMT 2025","testcases.StoreLocatorTest","GMAP INGO Tests | StoreMapView","testcases.StoreLocatorTest","SearchForLocationAndClickOnStore"
"User can download the invoice for their purchases","47440","User close or cancel the Download popup","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 13:50:39 GMT 2025","passed","Fri Mar 28 13:51:27 GMT 2025","testcases.InvoiceTest","GMAP INGO Tests | Invoices","testcases.InvoiceTest","userTriesToCloseOrCancelDownloadPopup"
"Guest user is able to see INGO logo","4057","Guest user is able to see INGO logo","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 13:50:13 GMT 2025","passed","Fri Mar 28 13:50:17 GMT 2025","testcases.DashboardTest","GMAP INGO Tests | Dashboard","testcases.DashboardTest","guestUserIsAbleToSeeIngoLogo"
"User navigates to Free Liters History and interacts with the month picker.","25418","User navigates to Free Liters History screen and interacts with the month picker","GMAP INGO Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 13:54:33 GMT 2025","passed","Fri Mar 28 13:54:59 GMT 2025","testcases.FreeLitersTest","GMAP INGO Tests | FreeLiters","testcases.FreeLitersTest","interactWithMonthPickerTest"
