"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","User gets real-time suggestions as they type in Store type ahead search","GMAP INGO Mobile Test Automation - [ANDROID SMOKE XML SUITE]","Thu Mar 27 20:35:57 GMT 2025","broken","Thu Mar 27 20:35:57 GMT 2025","testcases.StoreLocatorTest","GMAP INGO Tests | StoreMapView","testcases.StoreLocatorTest","userGetsRealTimeSuggestionsAsTheyType"
"For non logged in users align the text and CTA on Games landing screen to center aligned","0","Verify if the user is redirecting to Games screen from home page as a guest user","GMAP INGO Mobile Test Automation - [ANDROID SMOKE XML SUITE]","Thu Mar 27 21:25:43 GMT 2025","broken","Thu Mar 27 21:25:43 GMT 2025","testcases.IngoGamesTest","GMAP INGO Tests | IngoGames","testcases.IngoGamesTest","verifyGamesScreenFromHomePage"
"","3","BACKGROUND: Log in as Guest user","GMAP INGO Mobile Test Automation - [ANDROID SMOKE XML SUITE]","Thu Mar 27 20:16:16 GMT 2025","broken","Thu Mar 27 20:16:16 GMT 2025","testcases.StoreLocatorTest","GMAP INGO Tests | StoreMapView","testcases.StoreLocatorTest","logInAsGuestUser"
"User is able to see the fuel types and car wash icons","0","User is able to see the fuel types and car wash service on store widget","GMAP INGO Mobile Test Automation - [ANDROID SMOKE XML SUITE]","Thu Mar 27 21:04:38 GMT 2025","broken","Thu Mar 27 21:04:38 GMT 2025","testcases.DashboardTest","GMAP INGO Tests | Dashboard","testcases.DashboardTest","checkFuelTypesAndCarWash"
"As a user, I want to see a synopsis of my fuel savings, so that I can keep track of my savings","0","As a user, I want to see a synopsis of my fuel savings, so that I can keep track of my savings.","GMAP INGO Mobile Test Automation - [ANDROID SMOKE XML SUITE]","Thu Mar 27 21:18:56 GMT 2025","broken","Thu Mar 27 21:18:56 GMT 2025","testcases.DashboardTest","GMAP INGO Tests | Dashboard","testcases.DashboardTest","checkYourSavingWidget"
"","1","User tries to view the stores by searching with a store name in search bar","GMAP INGO Mobile Test Automation - [ANDROID SMOKE XML SUITE]","Thu Mar 27 20:29:25 GMT 2025","broken","Thu Mar 27 20:29:25 GMT 2025","testcases.StoreLocatorTest","GMAP INGO Tests | StoreMapView","testcases.StoreLocatorTest","searchForAStore"
"User with First name having special Char is showing on header after login","0"," validate first name on Dashboard after login","GMAP INGO Mobile Test Automation - [ANDROID SMOKE XML SUITE]","Thu Mar 27 21:11:59 GMT 2025","broken","Thu Mar 27 21:11:59 GMT 2025","testcases.DashboardTest","GMAP INGO Tests | Dashboard","testcases.DashboardTest","validateSpecialCharFirstNameOfLogInUser"
"Background task that logs the user into the INGO application","0","BACKGROUND: Log in as Existing user","GMAP INGO Mobile Test Automation - [ANDROID SMOKE XML SUITE]","Thu Mar 27 20:57:46 GMT 2025","broken","Thu Mar 27 20:57:46 GMT 2025","testcases.TransactionDetailsTest","GMAP INGO Tests | Transaction details","testcases.TransactionDetailsTest","logInAs"
"User navigates to Free Liters History and interacts with the month picker.","0","User navigates to Free Liters History screen and interacts with the month picker","GMAP INGO Mobile Test Automation - [ANDROID SMOKE XML SUITE]","Thu Mar 27 20:37:17 GMT 2025","broken","Thu Mar 27 20:37:17 GMT 2025","testcases.FreeLitersTest","GMAP INGO Tests | FreeLiters","testcases.FreeLitersTest","interactWithMonthPickerTest"
"New user tries to sign-up via email","1","New user tries to sign-up via email","GMAP INGO Mobile Test Automation - [ANDROID SMOKE XML SUITE]","Thu Mar 27 21:17:54 GMT 2025","broken","Thu Mar 27 21:17:54 GMT 2025","testcases.OnboardingTests","GMAP INGO Tests | Onboarding","testcases.OnboardingTests","newUserTriesToSignUpViaEmailFromOnboarding"
"Background task that logs the user into the INGO application","0","BACKGROUND: Log in as a user to check Free liters history transactions","GMAP INGO Mobile Test Automation - [ANDROID SMOKE XML SUITE]","Thu Mar 27 20:16:41 GMT 2025","broken","Thu Mar 27 20:16:41 GMT 2025","testcases.FreeLitersTest","GMAP INGO Tests | FreeLiters","testcases.FreeLitersTest","logInAsAUserToCheckFreeLiter"
"user with no transaction and invoices see empty message","0","verify message for no Invoices screen and transaction screen","GMAP INGO Mobile Test Automation - [ANDROID SMOKE XML SUITE]","Thu Mar 27 21:11:10 GMT 2025","broken","Thu Mar 27 21:11:10 GMT 2025","testcases.TransactionDetailsTest","GMAP INGO Tests | Transaction details","testcases.TransactionDetailsTest","emptyInvoiceScreen"
