"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"User tries to attempt actions on the Help Section from a US location","101100","User tries to attempt actions on the Help Section from a US location","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 08:48:46 GMT 2025","passed","Fri Mar 28 08:50:27 GMT 2025","testcases.AccountTests","GMAP NA Tests | Account","testcases.AccountTests","userTriesToAttemptOptionsFromHelpSectionUSLocation"
"Existing user tries to enter invalid OTP code from 'Onboarding' screen","53551","Existing user tries to enter invalid OTP code from 'Onboarding' screen","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 09:08:47 GMT 2025","passed","Fri Mar 28 09:09:41 GMT 2025","testcases.OTPTests","GMAP NA Tests | OTP","testcases.OTPTests","existingUserTriesToEnterInvalidOtpCodeFromOnboardingScreen"
"Background task that logs the user into the GMAP NA application","38594","BACKGROUND: Log in as guest user | [Other Features]","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 08:59:51 GMT 2025","passed","Fri Mar 28 09:00:29 GMT 2025","testcases.OtherFeaturesTests","GMAP NA Tests | Other Features","testcases.OtherFeaturesTests","logInAsGuestUser"
"Mocked user can unlink 'Easy Pay' card unsuccessfully with 'Inner Circle' account","130918","Mocked user can unlink 'Easy Pay' card unsuccessfully with 'Inner Circle' account","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 08:52:47 GMT 2025","passed","Fri Mar 28 08:54:58 GMT 2025","testcases.EasyPayTests","GMAP NA Tests | Easy Pay","testcases.EasyPayTests","mockedUserCanUnLinkEasyPayCardUnSuccessFully"
"New user sees the fuel preference banner in home screen","184630","New user sees the fuel preference banner in home screen","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 08:45:49 GMT 2025","passed","Fri Mar 28 08:48:54 GMT 2025","testcases.HomeTests","GMAP NA Tests | Home","testcases.HomeTests","newUserSeesFuelBannerInHomeScreen"
"User can see Circle K stations in searched area on list","30923","User can see Circle K stations in searched area on list","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 09:07:05 GMT 2025","passed","Fri Mar 28 09:07:36 GMT 2025","testcases.OtherFeaturesTests","GMAP NA Tests | Other Features","testcases.OtherFeaturesTests","userCanSeeCircleKStationsInSearchedAreaOnList"
"User tries to change email on profile screen with valid inputs","239922","User tries to change email on profile screen with valid inputs","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 09:06:14 GMT 2025","passed","Fri Mar 28 09:10:14 GMT 2025","testcases.AccountTests","GMAP NA Tests | Account","testcases.AccountTests","userTriesToChangeEmailOnProfileScreenWithValidInputs"
"Onboarding Rewards for New IC Member","248823","Onboarding Rewards - 90 days after sign-up","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 08:58:55 GMT 2025","passed","Fri Mar 28 09:03:04 GMT 2025","testcases.OnboardingRewardsTest","GMAP NA Tests | Onboarding Rewards","testcases.OnboardingRewardsTest","userVerifyOnboardingRewards90DaysAfterSignUp"
"Existing user tries to sign-in via email address on 'Account' screen","100619","Existing user tries to sign-in via email address on 'Account' screen","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 09:29:29 GMT 2025","passed","Fri Mar 28 09:31:10 GMT 2025","testcases.SignInTests","GMAP NA Tests | Sign In","testcases.SignInTests","existingUserTriesToSignInViaEmailAddressOnAccountScreen"
"User attempts to add an valid code and gets network error","95581","User attempts to add an valid code and gets network error","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 09:20:22 GMT 2025","passed","Fri Mar 28 09:21:58 GMT 2025","testcases.PartnershipCodesTests","GMAP NA Tests | Partnership Codes","testcases.PartnershipCodesTests","userAttemptsToAddAnValidCodeAndGetsNetworkError"
"User attempts multiple times to add the valid code","214794","User attempts multiple times to add the valid code","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 09:26:05 GMT 2025","passed","Fri Mar 28 09:29:39 GMT 2025","testcases.PartnershipCodesTests","GMAP NA Tests | Partnership Codes","testcases.PartnershipCodesTests","userAttemptsMultipleTimesToAddTheValidCode"
"User is able to see member offers carousel","46002","User is able to see member offers carousel","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 08:44:22 GMT 2025","passed","Fri Mar 28 08:45:08 GMT 2025","testcases.HomeTests","GMAP NA Tests | Home","testcases.HomeTests","userIsAbleToSeeMemberOffersCarousel"
"User can see Circle K stations in searched area on map with filters applied","23642","User can see Circle K stations in searched area on map with filters applied","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 09:10:42 GMT 2025","broken","Fri Mar 28 09:11:06 GMT 2025","testcases.OtherFeaturesTests","GMAP NA Tests | Other Features","testcases.OtherFeaturesTests","userCanSeeCircleKStationsInSearchedAreaOnMapWithFiltersApplied"
"New user tries to sign-up via phone number","121716","New user tries to sign-up via phone number","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 09:26:00 GMT 2025","passed","Fri Mar 28 09:28:02 GMT 2025","testcases.SignUpTests","GMAP NA Tests | Sign Up","testcases.SignUpTests","newUserTriesToSignUpViaPhoneNumber"
"Fuel Prices Line verification in Home Page Header for Logged out user","244188","Fuel Prices Line verification in Home Page Header for Logged Out user","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 08:51:49 GMT 2025","passed","Fri Mar 28 08:55:54 GMT 2025","testcases.HomeTests","GMAP NA Tests | Home","testcases.HomeTests","fuelPriceVerificationForLoggedOutUser"
"Mocked user can link 'Easy Pay' card with email linked to card","119354","Mocked user can link 'Easy Pay' card with email linked to card","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 08:45:49 GMT 2025","passed","Fri Mar 28 08:47:49 GMT 2025","testcases.EasyPayTests","GMAP NA Tests | Easy Pay","testcases.EasyPayTests","mockedUserCanLinkEasyPayCardWithEmailLinkedToCard"
"Onboarding Rewards for New IC Member","186313","Onboarding Rewards for New IC Member - Persistence","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 08:50:57 GMT 2025","passed","Fri Mar 28 08:54:03 GMT 2025","testcases.OnboardingRewardsTest","GMAP NA Tests | Onboarding Rewards","testcases.OnboardingRewardsTest","userVerifyOnboardingRewardsForNewICMemberPersistence"
"Existing user tries to resend OTP code from 'Onboarding' screen","79844","Existing user tries to resend OTP code from 'Onboarding' screen","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 09:06:11 GMT 2025","passed","Fri Mar 28 09:07:31 GMT 2025","testcases.OTPTests","GMAP NA Tests | OTP","testcases.OTPTests","existingUserTriesToResendOTPCodeFromOnboardingScreen"
"User can see an appropriate message if there is no Circle K station in searched area on map","23183","User can see an appropriate message if there is no Circle K station in searched area on map","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 09:12:00 GMT 2025","broken","Fri Mar 28 09:12:23 GMT 2025","testcases.OtherFeaturesTests","GMAP NA Tests | Other Features","testcases.OtherFeaturesTests","userCanSeeAnAppropriateMessageIfThereIsNoCircleKStationInSearchedAreaOnMap"
"User tries to change home store using current location","23665","Change Home Store from the home page - Using Current Location","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 09:12:38 GMT 2025","broken","Fri Mar 28 09:13:02 GMT 2025","testcases.OtherFeaturesTests","GMAP NA Tests | Other Features","testcases.OtherFeaturesTests","userTriesToChangeStoreUsingCurrentLocation"
"Background task that logs the user into the GMAP NA application","98491","BACKGROUND: Log in as existing user | [Account]","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 08:41:45 GMT 2025","passed","Fri Mar 28 08:43:24 GMT 2025","testcases.AccountTests","GMAP NA Tests | Account","testcases.AccountTests","logInAsExistingUserUsingPhoneNumber"
"User who hasn't verified his age has a banner displayed to do so","175450","User who hasn't verified his age has a banner displayed to do so","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 08:59:20 GMT 2025","passed","Fri Mar 28 09:02:15 GMT 2025","testcases.AccountTests","GMAP NA Tests | Account","testcases.AccountTests","userWhoHasntVerifiedHisAgeHasABannerDisplayedToDoSo"
"User attempts to add an valid code for non IC store","86734","User attempts to add an valid code for non IC store","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 09:22:13 GMT 2025","passed","Fri Mar 28 09:23:39 GMT 2025","testcases.PartnershipCodesTests","GMAP NA Tests | Partnership Codes","testcases.PartnershipCodesTests","userAttemptsToAddAnValidCodeForNonICStation"
"User tries to delete account and cancels deletion","37800","User tries to delete account and cancels deletion","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 08:47:54 GMT 2025","passed","Fri Mar 28 08:48:32 GMT 2025","testcases.AccountTests","GMAP NA Tests | Account","testcases.AccountTests","userTriesToDeleteAccountAndCancels"
"Existing user tries to sign-in via email address on 'Onboarding' screen using OTP code","80729","Existing user tries to sign-in via email address on 'Onboarding' screen using OTP code","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 09:02:11 GMT 2025","passed","Fri Mar 28 09:03:31 GMT 2025","testcases.OTPTests","GMAP NA Tests | OTP","testcases.OTPTests","existingUserTriesToSignInViaEmailAddressOnOnboardingScreenUsingOTPCode"
"Background task that logs the user into the GMAP NA application","153703","BACKGROUND: Log in as existing user | [Easy Pay]","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 08:40:54 GMT 2025","passed","Fri Mar 28 08:43:27 GMT 2025","testcases.EasyPayTests","GMAP NA Tests | Easy Pay","testcases.EasyPayTests","logInAsExistingUserUsingPhoneNumber"
"User tries to change password on profile screen with invalid inputs","38565","User tries to change password on profile screen with invalid inputs","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 08:52:54 GMT 2025","passed","Fri Mar 28 08:53:33 GMT 2025","testcases.AccountTests","GMAP NA Tests | Account","testcases.AccountTests","userTriesToChangePasswordOnProfileScreenWithInValidInputs"
"User tries to attempt actions on the Help Section from outside US","115589","User tries to attempt actions on the Help Section from outside US","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 08:50:44 GMT 2025","passed","Fri Mar 28 08:52:40 GMT 2025","testcases.AccountTests","GMAP NA Tests | Account","testcases.AccountTests","userTriesToAttemptOptionsFromHelpSectionOutsideUSLocation"
"User can see an appropriate message if there is no Circle K station in searched area on list","22747","User can see an appropriate message if there is no Circle K station in searched area on list","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 09:11:20 GMT 2025","broken","Fri Mar 28 09:11:43 GMT 2025","testcases.OtherFeaturesTests","GMAP NA Tests | Other Features","testcases.OtherFeaturesTests","userCanSeeAnAppropriateMessageIfThereIsNoCircleKStationInSearchedAreaOnList"
"As a user, I click on the CTA use to see the coupon barcode","313792","Redeeming a coupon - Unhappy Path","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 09:09:57 GMT 2025","broken","Fri Mar 28 09:15:11 GMT 2025","testcases.OnboardingRewardsTest","GMAP NA Tests | Onboarding Rewards","testcases.OnboardingRewardsTest","userNotRedeemingACoupon"
"Onboarding Rewards for New IC Member","201946","Onboarding Rewards for New IC Member","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 08:46:46 GMT 2025","passed","Fri Mar 28 08:50:08 GMT 2025","testcases.OnboardingRewardsTest","GMAP NA Tests | Onboarding Rewards","testcases.OnboardingRewardsTest","userVerifyOnboardingRewardsForNewICMember"
"User tries to change default store","67618","User tries to change default store","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 09:00:46 GMT 2025","passed","Fri Mar 28 09:01:53 GMT 2025","testcases.OtherFeaturesTests","GMAP NA Tests | Other Features","testcases.OtherFeaturesTests","userTriesToChangeDefaultStore"
"User attempts to add an invalid code","26697","User attempts to add an invalid code","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 09:16:16 GMT 2025","passed","Fri Mar 28 09:16:43 GMT 2025","testcases.PartnershipCodesTests","GMAP NA Tests | Partnership Codes","testcases.PartnershipCodesTests","userAttemptsToAddAnInvalidCode"
"Background task that logs the user into the GMAP NA application","89238","BACKGROUND: Log in as existing user | [Partnership Codes]","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 09:14:33 GMT 2025","passed","Fri Mar 28 09:16:02 GMT 2025","testcases.PartnershipCodesTests","GMAP NA Tests | Partnership Codes","testcases.PartnershipCodesTests","logInAsExistingUserUsingPhoneNumber"
"User can see Circle K stations in searched area on map","91997","User can see Circle K stations in searched area on map","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 09:05:10 GMT 2025","passed","Fri Mar 28 09:06:42 GMT 2025","testcases.OtherFeaturesTests","GMAP NA Tests | Other Features","testcases.OtherFeaturesTests","userCanSeeCircleKStationsInSearchedAreaOnMap"
"Existing user tries to sign-in via email address on 'Home' screen","101241","Existing user tries to sign-in via email address on 'Home' screen","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 09:25:20 GMT 2025","passed","Fri Mar 28 09:27:01 GMT 2025","testcases.SignInTests","GMAP NA Tests | Sign In","testcases.SignInTests","existingUserTriesToSignInViaEmailAddressOnHomeScreen"
"User can't link 'Easy Pay' card with email linked to card","48759","User can't link 'Easy Pay' card with email linked to card","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 08:49:15 GMT 2025","passed","Fri Mar 28 08:50:04 GMT 2025","testcases.EasyPayTests","GMAP NA Tests | Easy Pay","testcases.EasyPayTests","userCantLinkEasyPayCardWithEmailLinkedToCard"
"Existing user tries to sign-in via phone number on 'Onboarding' screen using OTP code","81462","Existing user tries to sign-in via phone number on 'Onboarding' screen using OTP code","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 09:04:04 GMT 2025","passed","Fri Mar 28 09:05:25 GMT 2025","testcases.OTPTests","GMAP NA Tests | OTP","testcases.OTPTests","existingUserTriesToSignInViaPhoneNumberOnOnboardingScreenUsingOTPCode"
"New user tries to sign-up via phone number on 'Home' screen","157272","New user tries to sign-up via phone number on 'Home' screen","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 09:31:56 GMT 2025","broken","Fri Mar 28 09:34:33 GMT 2025","testcases.SignUpTests","GMAP NA Tests | Sign Up","testcases.SignUpTests","newUserTriesToSignUpViaPhoneNumberOnHomeScreen"
"New user tries to sign-up via email address on 'Home' screen","134068","New user tries to sign-up via email address on 'Home' screen","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 09:29:12 GMT 2025","passed","Fri Mar 28 09:31:26 GMT 2025","testcases.SignUpTests","GMAP NA Tests | Sign Up","testcases.SignUpTests","newUserTriesToSignUpViaEmailAddressOnHomeScreen"
"Background task that logs the user into the GMAP NA application","90046","BACKGROUND: Log in as existing user | [Inner Circle]","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 08:40:52 GMT 2025","passed","Fri Mar 28 08:42:22 GMT 2025","testcases.InnerCircleTests","GMAP NA Tests | Inner Circle","testcases.InnerCircleTests","logInAsExistingUserUsingPhoneNumber"
"User tries to change E-Mail on profile screen with invalid inputs","188262","User tries to change E-Mail on profile screen with invalid inputs","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 08:44:31 GMT 2025","passed","Fri Mar 28 08:47:39 GMT 2025","testcases.AccountTests","GMAP NA Tests | Account","testcases.AccountTests","userTriesToChangeEmailOnProfileScreenWithInvalidInputs"
"Existing user tries to sign-in via phone number","100641","Existing user tries to sign-in via phone number","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 09:23:15 GMT 2025","passed","Fri Mar 28 09:24:55 GMT 2025","testcases.SignInTests","GMAP NA Tests | Sign In","testcases.SignInTests","existingUserTriesToSignInViaPhoneNumber"
"User can see details of a particular station","89949","User can see details of a particular station","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 09:02:06 GMT 2025","passed","Fri Mar 28 09:03:36 GMT 2025","testcases.OtherFeaturesTests","GMAP NA Tests | Other Features","testcases.OtherFeaturesTests","userCanSeeDetailsOfAParticularStation"
"User can get directions to a Circle K station","63129","User can get directions to a Circle K station","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 09:03:51 GMT 2025","passed","Fri Mar 28 09:04:54 GMT 2025","testcases.OtherFeaturesTests","GMAP NA Tests | Other Features","testcases.OtherFeaturesTests","userCanGetDirectionsToACircleKStation"
"Mocked user can unlink 'Easy Pay' card successfully with 'Inner Circle' account","128424","Mocked user can unlink 'Easy Pay' card successfully with 'Inner Circle' account","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 08:50:24 GMT 2025","passed","Fri Mar 28 08:52:32 GMT 2025","testcases.EasyPayTests","GMAP NA Tests | Easy Pay","testcases.EasyPayTests","mockedUserCanUnLinkEasyPayCardSuccessFully"
"User can see 'Inner Circle' section when sets IC station","51379","User can see 'Inner Circle' section when sets IC station","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 08:42:36 GMT 2025","passed","Fri Mar 28 08:43:28 GMT 2025","testcases.InnerCircleTests","GMAP NA Tests | Inner Circle","testcases.InnerCircleTests","userCanSeeInnerCircleSectionWhenSetsICStation"
"Existing user tries to sign-in via email address","84106","Existing user tries to sign-in via email address","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 09:21:25 GMT 2025","passed","Fri Mar 28 09:22:49 GMT 2025","testcases.SignInTests","GMAP NA Tests | Sign In","testcases.SignInTests","existingUserTriesToSignInViaEmailAddress"
"Existing user tries to sign-in via email address on 'Account' screen using OTP code","99412","Existing user tries to sign-in via email address on 'Account' screen using OTP code","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 09:14:30 GMT 2025","passed","Fri Mar 28 09:16:10 GMT 2025","testcases.OTPTests","GMAP NA Tests | OTP","testcases.OTPTests","existingUserTriesToSignInViaEmailAddressOnAccountScreenUsingOTPCode"
"Background task that logs the user into the GMAP NA application","143808","BACKGROUND: Log in as existing user | [Home]","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 08:41:33 GMT 2025","passed","Fri Mar 28 08:43:57 GMT 2025","testcases.HomeTests","GMAP NA Tests | Home","testcases.HomeTests","logInAsExistingUserUsingPhoneNumber"
"User attempts to view previously redeemed codes","82302","User attempts to view previously redeemed codes","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 09:24:04 GMT 2025","passed","Fri Mar 28 09:25:26 GMT 2025","testcases.PartnershipCodesTests","GMAP NA Tests | Partnership Codes","testcases.PartnershipCodesTests","userAttemptsToViewPreviouslyRedeemedCodes"
"Guest user prompted to sign in when accessing 'Inner Circle' section","136700","Guest user prompted to sign in when accessing 'Inner Circle' section","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 08:43:52 GMT 2025","passed","Fri Mar 28 08:46:09 GMT 2025","testcases.InnerCircleTests","GMAP NA Tests | Inner Circle","testcases.InnerCircleTests","guestUserPromptedToSignInWhenAccessingInnerCircleSection"
"New user tries to sign-up via phone number on 'Account' screen","135556","New user tries to sign-up via phone number on 'Account' screen","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 09:37:42 GMT 2025","passed","Fri Mar 28 09:39:58 GMT 2025","testcases.SignUpTests","GMAP NA Tests | Sign Up","testcases.SignUpTests","newUserTriesToSignUpViaPhoneAccountSection"
"New user tries to sign-up via email address","115523","New user tries to sign-up via email address","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 09:23:34 GMT 2025","passed","Fri Mar 28 09:25:29 GMT 2025","testcases.SignUpTests","GMAP NA Tests | Sign Up","testcases.SignUpTests","newUserTriesToSignUpViaEmailAddress"
"Onboarding Rewards for New IC Member","213469","Redirection from Home to IC Offer description","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 08:54:41 GMT 2025","passed","Fri Mar 28 08:58:14 GMT 2025","testcases.OnboardingRewardsTest","GMAP NA Tests | Onboarding Rewards","testcases.OnboardingRewardsTest","userVerifyRedirectionFromHomeToICOfferDescription"
"New user tries to sign-up via phone number - Invalid Inputs","105295","New user tries to sign-up via phone number - Invalid Inputs","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 09:21:23 GMT 2025","passed","Fri Mar 28 09:23:08 GMT 2025","testcases.SignUpTests","GMAP NA Tests | Sign Up","testcases.SignUpTests","newUserTriesToSignUpViaPhoneNumberInvalidInputs"
"User attempts to add an already used code","23277","User attempts to add an already used code","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 09:16:57 GMT 2025","passed","Fri Mar 28 09:17:21 GMT 2025","testcases.PartnershipCodesTests","GMAP NA Tests | Partnership Codes","testcases.PartnershipCodesTests","userAttemptsToAddAnAlreadyUsedCode"
"User tries to change name on profile screen with valid inputs","180616","User tries to change name on profile screen with valid inputs","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 09:02:40 GMT 2025","passed","Fri Mar 28 09:05:41 GMT 2025","testcases.AccountTests","GMAP NA Tests | Account","testcases.AccountTests","userTriesToChangeNameOnProfileScreenWithValidInputs"
"User attempts to add an invalid code","164384","User cannot submit new code after submitting invalid codes 3 times","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 09:30:21 GMT 2025","passed","Fri Mar 28 09:33:05 GMT 2025","testcases.PartnershipCodesTests","GMAP NA Tests | Partnership Codes","testcases.PartnershipCodesTests","userCannotSubmitNewCodeAfterSubmittingInvalidCodes3Times"
"Fuel Prices Line verification in Home Page Header for Logged in user","234894","Fuel Prices Line verification in Home Page Header for Logged In user","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 08:57:31 GMT 2025","passed","Fri Mar 28 09:01:26 GMT 2025","testcases.HomeTests","GMAP NA Tests | Home","testcases.HomeTests","fuelPriceVerificationForLoggedInUser"
"User tries to provide feedback","222385","User tries to provide feedback","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 08:53:58 GMT 2025","passed","Fri Mar 28 08:57:40 GMT 2025","testcases.AccountTests","GMAP NA Tests | Account","testcases.AccountTests","userTriesToProvideFeedback"
"Existing user tries to sign-in via phone number on 'Account' screen","112620","Existing user tries to sign-in via phone number on 'Account' screen","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 09:32:45 GMT 2025","passed","Fri Mar 28 09:34:37 GMT 2025","testcases.SignInTests","GMAP NA Tests | Sign In","testcases.SignInTests","existingUserTriesToSignIViaPhoneNumberOnAccountScreen"
