"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"User tries to purchase mini Gift Card with generate a link flow","122008","User tries to purchase mini Gift Card","GMAP EU Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 13:04:38 GMT 2025","broken","Thu Mar 27 13:06:40 GMT 2025","testcases.GiftCardTests","GMAP Tests | Gift Card","testcases.GiftCardTests","userTriesToPurchaseMiniGiftCard"
"User tries to purchase car wash using One-Touch flow","266587","User tries to purchase car wash using One-Touch flow","GMAP EU Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 12:46:58 GMT 2025","passed","Thu Mar 27 12:51:24 GMT 2025","testcases.CarWashSubscriptionTests","GMAP Tests | Car Wash Subscription","testcases.CarWashSubscriptionTests","userTriesToPurchaseCarWashWithOneTouchFlow"
"User tries to cancel CWS up-sell consumption","124492","User tries to cancel CWS up-sell consumption","GMAP EU Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 12:04:51 GMT 2025","broken","Thu Mar 27 12:06:56 GMT 2025","testcases.CarWashSubscriptionTests","GMAP Tests | Car Wash Subscription","testcases.CarWashSubscriptionTests","userTriesToCancelCWSUpSellConsumption"
"EXTRA Tier 1 Frictionless fuel purchase flow - SE","288525","EXTRA Tier 1 Frictionless fuel purchase flow - SE","GMAP EU Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 12:04:29 GMT 2025","passed","Thu Mar 27 12:09:17 GMT 2025","testcases.ExtraTier1SETests","GMAP Tests | Extra Tier 1 SE","testcases.ExtraTier1SETests","frictionlessFuelPurchaseFlowTier1SE"
"User tries to access CWS flow at PbP pilot area when not at store - foreign BU","71234","User tries to access CWS flow at PbP pilot area when not at store - foreign BU","GMAP EU Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 11:47:15 GMT 2025","broken","Thu Mar 27 11:48:26 GMT 2025","testcases.CarWashSubscriptionTests","GMAP Tests | Car Wash Subscription","testcases.CarWashSubscriptionTests","userTriesToAccessCWSFlowInPbpAtForeignBU"
"New user tries to Sign-Up via mobile phone number through sign up button on home page","280025","New user tries to Sign-Up via mobile phone number on home page","GMAP EU Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 12:33:29 GMT 2025","passed","Thu Mar 27 12:38:09 GMT 2025","testcases.OnboardingTests","GMAP Tests | OTP Onboarding","testcases.OnboardingTests","newUserSignUpViaMobilePhoneNumberOnHomePage"
"EXTRA Tier 2 CWS purchase flow - user not located at any store with CWS - NO","163676","EXTRA Tier 2 CWS purchase flow - user not located at any store with CWS - NO","GMAP EU Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 11:49:45 GMT 2025","broken","Thu Mar 27 11:52:29 GMT 2025","testcases.ExtraTier2NOTests","GMAP Tests | Extra Tier 2 NO","testcases.ExtraTier2NOTests","CWSPurchaseFlowUserNotLocatedAtAnyStoreTier2NO"
"User tries to single fuel using credit card with non-default fueling preferences, when not enrolled To PBP","274480","User tries to single fuel using credit card with non-default fueling preferences, when not enrolled To PBP","GMAP EU Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 13:13:43 GMT 2025","passed","Thu Mar 27 13:18:17 GMT 2025","testcases.SingleFuellingTests","GMAP Tests | Single Fueling","testcases.SingleFuellingTests","userTriesToSingleFuelWithNonDefaultFuelPreferences"
"EXTRA Tier 2 Changing 'Everyday savings' discount from Tier1 to Tier2 - NO","186778","EXTRA Tier 2 Changing 'Everyday savings' discount from Tier2 to Tier3 - NO","GMAP EU Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 12:39:53 GMT 2025","broken","Thu Mar 27 12:43:00 GMT 2025","testcases.ExtraTier2NOTests","GMAP Tests | Extra Tier 2 NO","testcases.ExtraTier2NOTests","changingEveryDaySavingsDiscountFromTier2ToTier3NO"
"User tries to add invalid Credit Card to wallet","60390","User tries to add invalid Credit Card to wallet - DESC","GMAP EU Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 12:38:10 GMT 2025","passed","Thu Mar 27 12:39:10 GMT 2025","testcases.AccountTests","GMAP Tests | Account","testcases.AccountTests","userTriesToAddInvalidCreditCardToWallet"
"User tries to buy CWS when not in store offering CWS in the BU area","225757","User tries to buy CWS when not in store offering CWS","GMAP EU Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 12:39:27 GMT 2025","passed","Thu Mar 27 12:43:13 GMT 2025","testcases.SubscriptionsPurchasingTests","GMAP Tests | Subscriptions Purchasing","testcases.SubscriptionsPurchasingTests","userTriesToBuyCWSWhenNotInStoreOfferingCWS"
"Background task that logs the user into the GMAP application","88629","BACKGROUND: Log in as existing user | [Car Wash]","GMAP EU Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 12:35:35 GMT 2025","passed","Thu Mar 27 12:37:04 GMT 2025","testcases.CarWashTests","GMAP Tests | Car Wash","testcases.CarWashTests","logInAsExistingUserUsingPhoneNumber"
"EXTRA Tier 2 CWS purchase flow - user located at store with CWS - SE","186055","EXTRA Tier 2 CWS purchase flow - user located at store with CWS - SE","GMAP EU Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 11:40:36 GMT 2025","broken","Thu Mar 27 11:43:42 GMT 2025","testcases.ExtraTier2SETests","GMAP Tests | Extra Tier 2 SE","testcases.ExtraTier2SETests","CWSPurchaseFlowUserLocatedAtStoreWithCWSTier2SE"
"Validate that the user sees and acknowledges the NPS screen after a car wash transaction","201430","[Car Wash] New NPS screen behavior - Score of 8","GMAP EU Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 12:37:23 GMT 2025","passed","Thu Mar 27 12:40:44 GMT 2025","testcases.CarWashTests","GMAP Tests | Car Wash","testcases.CarWashTests","userAcknowledgesNetPromotionScoreScreen"
"EXTRA Tier 1 Changing 'Everyday savings' discount from Tier1 to Tier2 - SE","175939","EXTRA Tier 1 Changing 'Everyday savings' discount from Tier1 to Tier2 - SE","GMAP EU Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 12:20:46 GMT 2025","broken","Thu Mar 27 12:23:41 GMT 2025","testcases.ExtraTier1SETests","GMAP Tests | Extra Tier 1 SE","testcases.ExtraTier1SETests","changingEveryDaySavingsDiscountFromTier1ToTier2SE"
"User tries to use single wash and subscription station offer once user is not at the station","239081","User tries to use single wash and subscription station offer once user is not at the station","GMAP EU Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 13:07:28 GMT 2025","passed","Thu Mar 27 13:11:27 GMT 2025","testcases.CarWashTests","GMAP Tests | Car Wash","testcases.CarWashTests","userTriesToUseSingleWashAndCWSStationOfferWhenNotAtStation"
"EXTRA Tier 2 CWS purchase flow - user located at store with CWS - NO","194484","EXTRA Tier 2 CWS purchase flow - user located at store with CWS - NO","GMAP EU Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 11:40:38 GMT 2025","broken","Thu Mar 27 11:43:52 GMT 2025","testcases.ExtraTier2NOTests","GMAP Tests | Extra Tier 2 NO","testcases.ExtraTier2NOTests","CWSPurchaseFlowUserLocatedAtStoreWithCWSTier2NO"
"Master card member user is able to see master card section in account tab","151987","User is able to see master card section in account tab","GMAP EU Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 12:59:46 GMT 2025","passed","Thu Mar 27 13:02:18 GMT 2025","testcases.AccountTests","GMAP Tests | Account","testcases.AccountTests","userGetsMasterCardOption"
"User tries to search for stations using different criteria. The search history is saved.","327075","User tries to search for stations using different criteria","GMAP EU Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 12:33:53 GMT 2025","passed","Thu Mar 27 12:39:20 GMT 2025","testcases.OtherFeaturesTests","GMAP Tests | Other Features","testcases.OtherFeaturesTests","userTriesToSearchForStationsUsingDifferentCriteria"
"EXTRA Tier 2 One-Touch fuel purchase flow - NO","231469","EXTRA Tier 2 One-Touch fuel purchase flow - NO","GMAP EU Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 12:07:40 GMT 2025","broken","Thu Mar 27 12:11:31 GMT 2025","testcases.ExtraTier2NOTests","GMAP Tests | Extra Tier 2 NO","testcases.ExtraTier2NOTests","oneTouchFuelPurchaseFlowTier2NO"
"EXTRA Tier 3 Frictionless fuel purchase flow - NO","314337","EXTRA Tier 3 Frictionless fuel purchase flow - NO","GMAP EU Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 11:37:55 GMT 2025","passed","Thu Mar 27 11:43:09 GMT 2025","testcases.ExtraTier3NOTests","GMAP Tests | Extra Tier 3 NO","testcases.ExtraTier3NOTests","frictionlessFuelPurchaseFlowTier3NO"
"User tries to remove license plate from ""Pay By Plate""","74012","User tries to remove car from ""Pay By Plate""","GMAP EU Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 12:16:21 GMT 2025","passed","Thu Mar 27 12:17:35 GMT 2025","testcases.PayByPlateTests","GMAP Tests | Pay By Plate","testcases.PayByPlateTests","userTriesToRemoveLicensePlateFromPBP"
"Forecourt terms for Car Wash after user buys CWS plan","329909","Forecourt terms for Car Wash after user buys CWS plan","GMAP EU Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 12:56:13 GMT 2025","passed","Thu Mar 27 13:01:43 GMT 2025","testcases.CarWashTests","GMAP Tests | Car Wash","testcases.CarWashTests","forecourtTermsAfterCWSPlanBuy"
"EXTRA Tier 2 manual fuel purchase flow -NO","204218","EXTRA Tier 2 Manual fuel purchase flow - NO","GMAP EU Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 12:48:02 GMT 2025","broken","Thu Mar 27 12:51:26 GMT 2025","testcases.ExtraTier2NOTests","GMAP Tests | Extra Tier 2 NO","testcases.ExtraTier2NOTests","manualFuelPurchaseFlowTier2NO"
"User tries to refuel using manual flow using automatic renewal Gift Card with foreign currency","298661","User tries to refuel using manual flow using automatic renewal Gift Card with foreign currency","GMAP EU Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 12:44:03 GMT 2025","passed","Thu Mar 27 12:49:02 GMT 2025","testcases.GiftCardFuellingTests","GMAP Tests | Gift Card Fuelling","testcases.GiftCardFuellingTests","userTriesToRefuelUsingManualFuelWithGiftCardForeignCurrency"
"Background task that logs the user into the GMAP application","94488","BACKGROUND: Log in as existing user | [Single Fuelling]","GMAP EU Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 12:56:59 GMT 2025","passed","Thu Mar 27 12:58:34 GMT 2025","testcases.SingleFuellingTests","GMAP Tests | Single Fueling","testcases.SingleFuellingTests","logInAsExistingUserUsingPhoneNumber"
"EXTRA Tier 3 CWS purchase flow - user not located at any store with CWS - SE","228992","EXTRA Tier 3 CWS purchase flow - user not located at any store with CWS - SE","GMAP EU Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 12:16:14 GMT 2025","passed","Thu Mar 27 12:20:03 GMT 2025","testcases.ExtraTier3SETests","GMAP Tests | Extra Tier 3 SE","testcases.ExtraTier3SETests","CWSPurchaseFlowUserNotLocatedAtAnyStoreTier3SE"
"User tries to buy CWS while in store offering CWS in the BU area","225108","User tries to buy CWS while in store offering CWS","GMAP EU Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 12:44:16 GMT 2025","passed","Thu Mar 27 12:48:01 GMT 2025","testcases.SubscriptionsPurchasingTests","GMAP Tests | Subscriptions Purchasing","testcases.SubscriptionsPurchasingTests","userTriesToBuyCWSWhileInStoreOfferingCWS"
"User tries to search for stations using exact address or city and state","113991","User tries to search for stations","GMAP EU Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 12:31:41 GMT 2025","passed","Thu Mar 27 12:33:35 GMT 2025","testcases.OtherFeaturesTests","GMAP Tests | Other Features","testcases.OtherFeaturesTests","userTriesToSearchForStationsUsingExactAddressOrCityAndState"
"User tries to refuel using frictionless flow","242981","User tries to refuel using frictionless flow","GMAP EU Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 11:43:02 GMT 2025","passed","Thu Mar 27 11:47:05 GMT 2025","testcases.PayByPlateTests","GMAP Tests | Pay By Plate","testcases.PayByPlateTests","userTriesToRefuelUsingFrictionlessFlow"
"User tries to single fuel using 3Ds credit card, when not enrolled To PBP and no payment method is added","260997","User tries to single fuel using 3Ds credit card, when not enrolled To PBP and no payment method is added","GMAP EU Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 13:03:51 GMT 2025","passed","Thu Mar 27 13:08:12 GMT 2025","testcases.SingleFuellingTests","GMAP Tests | Single Fueling","testcases.SingleFuellingTests","userTriesToSingleFuelWith3DSCreditCard"
"EXTRA Tier 1 CWS plan consumption with CURRENT flow - NO","291392","EXTRA Tier 1 CWS plan consumption with current flow - NO","GMAP EU Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 11:59:52 GMT 2025","passed","Thu Mar 27 12:04:43 GMT 2025","testcases.ExtraTier1NOTests","GMAP Tests | Extra Tier 1 NO","testcases.ExtraTier1NOTests","CWSConsumptionFlowTier1NO"
"User tries to delete Credit Card from wallet","42238","User tries to delete Credit Card from wallet","GMAP EU Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 12:43:23 GMT 2025","passed","Thu Mar 27 12:44:06 GMT 2025","testcases.AccountTests","GMAP Tests | Account","testcases.AccountTests","userTriesToDeleteCreditCardFromWallet"
"User checks threshold values for the amount while purchasing a Gift Card from CTA","133515","User checks threshold values for the amount while purchasing a Gift Card from CTA","GMAP EU Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 13:01:58 GMT 2025","passed","Thu Mar 27 13:04:12 GMT 2025","testcases.GiftCardTests","GMAP Tests | Gift Card","testcases.GiftCardTests","userTriesToPurchaseGiftCardAndValidatesErrorForMinAndMaxValue"
"User tries to refuel using frictionless flow in different BU with changed purchase limit","250328","User tries to refuel using frictionless flow in different BU with changed purchase limit","GMAP EU Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 11:47:23 GMT 2025","passed","Thu Mar 27 11:51:34 GMT 2025","testcases.PayByPlateTests","GMAP Tests | Pay By Plate","testcases.PayByPlateTests","userTriesToRefuelUsingFrictionlessFlowInDifferentBU"
"Validate that the user sees the NPS screen and test the behaviour for score 6 or less after a car wash transaction","224364","[Car Wash] New NPS screen behavior - Score of 6 or less","GMAP EU Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 12:40:57 GMT 2025","passed","Thu Mar 27 12:44:41 GMT 2025","testcases.CarWashTests","GMAP Tests | Car Wash","testcases.CarWashTests","newNpsScreenBehaviourForScore6OrLess"
"Validates that users can successfully replace an existing partner agreement code with a new one.","218186","Successfully replace an active partner agreement code","GMAP EU Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 13:06:00 GMT 2025","passed","Thu Mar 27 13:09:38 GMT 2025","testcases.PartnerAgreementTests","GMAP Tests | Partner Agreement","testcases.PartnerAgreementTests","replacingPartnerAgreementCode"
"User tries to use wash bay occupied by another user while using CWS consumption","322203","User tries to use wash bay occupied by another user while using CWS consumption","GMAP EU Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 11:56:33 GMT 2025","passed","Thu Mar 27 12:01:55 GMT 2025","testcases.CarWashSubscriptionTests","GMAP Tests | Car Wash Subscription","testcases.CarWashSubscriptionTests","userTriesToUseWashBayOccupiedByAnotherUserWhileUsingCwsConsumption"
"EXTRA Tier 2 CWS purchase flow - user not located at any store with CWS - SE","172112","EXTRA Tier 2 CWS purchase flow - user not located at any store with CWS - SE","GMAP EU Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 11:48:17 GMT 2025","broken","Thu Mar 27 11:51:09 GMT 2025","testcases.ExtraTier2SETests","GMAP Tests | Extra Tier 2 SE","testcases.ExtraTier2SETests","CWSPurchaseFlowUserNotLocatedAtAnyStoreTier2SE"
"EXTRA Tier 2 One-Touch fuel purchase flow - SE","220558","EXTRA Tier 2 One-Touch fuel purchase flow - SE","GMAP EU Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 12:05:52 GMT 2025","broken","Thu Mar 27 12:09:32 GMT 2025","testcases.ExtraTier2SETests","GMAP Tests | Extra Tier 2 SE","testcases.ExtraTier2SETests","oneTouchFuelPurchaseFlowTier2SE"
"User tries to use up-sell CWS consumption","39415","User tries to use up-sell CWS consumption","GMAP EU Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 11:49:34 GMT 2025","broken","Thu Mar 27 11:50:13 GMT 2025","testcases.CarWashSubscriptionTests","GMAP Tests | Car Wash Subscription","testcases.CarWashSubscriptionTests","userTriesToUseUpSellCWSConsumption"
"User tries to use down-sell CWS consumption","271318","User tries to use down-sell CWS consumption","GMAP EU Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 11:50:46 GMT 2025","passed","Thu Mar 27 11:55:18 GMT 2025","testcases.CarWashSubscriptionTests","GMAP Tests | Car Wash Subscription","testcases.CarWashSubscriptionTests","userTriesToUseDownSellCWSConsumption"
"EXTRA Tier 1 CWS plan consumption with CURRENT flow - SE","276535","EXTRA Tier 1 CWS plan consumption with current flow - SE","GMAP EU Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 11:53:41 GMT 2025","passed","Thu Mar 27 11:58:17 GMT 2025","testcases.ExtraTier1SETests","GMAP Tests | Extra Tier 1 SE","testcases.ExtraTier1SETests","CWSConsumptionFlowTier1SE"
"User tries to add new Credit Card to wallet","77954","User tries to add new Credit Card to wallet","GMAP EU Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 12:36:33 GMT 2025","passed","Thu Mar 27 12:37:51 GMT 2025","testcases.AccountTests","GMAP Tests | Account","testcases.AccountTests","userTriesToAddNewCreditCardToWallet"
