"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Existing user tries to sign-in via email address on 'Account' screen using OTP code","90450","Existing user tries to sign-in via email address on 'Account' screen using OTP code","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 05:15:30 GMT 2025","passed","Thu Mar 27 05:17:01 GMT 2025","testcases.OTPTests","GMAP NA Tests | OTP","testcases.OTPTests","existingUserTriesToSignInViaEmailAddressOnAccountScreenUsingOTPCode"
"Guest user prompted to sign in when accessing 'Inner Circle' section","122811","Guest user prompted to sign in when accessing 'Inner Circle' section","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 04:43:07 GMT 2025","passed","Thu Mar 27 04:45:09 GMT 2025","testcases.InnerCircleTests","GMAP NA Tests | Inner Circle","testcases.InnerCircleTests","guestUserPromptedToSignInWhenAccessingInnerCircleSection"
"Background task that logs the user into the GMAP NA application","108178","BACKGROUND: Log in as existing user | [Account]","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 04:39:31 GMT 2025","passed","Thu Mar 27 04:41:19 GMT 2025","testcases.AccountTests","GMAP NA Tests | Account","testcases.AccountTests","logInAsExistingUserUsingPhoneNumber"
"User tries to sign up for Easy Pay - step 2 form fields validation","356620","User tries to sign up for Easy Pay - step 2 form fields validation","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 04:59:23 GMT 2025","passed","Thu Mar 27 05:05:19 GMT 2025","testcases.EasyPayTests","GMAP NA Tests | Easy Pay","testcases.EasyPayTests","userTriesToSignUpForEasyPayStep2FormFieldsValidation"
"User is able to see member offers carousel","19089","User is able to see member offers carousel","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 04:42:10 GMT 2025","passed","Thu Mar 27 04:42:29 GMT 2025","testcases.HomeTests","GMAP NA Tests | Home","testcases.HomeTests","userIsAbleToSeeMemberOffersCarousel"
"Mocked user can unlink 'Easy Pay' card successfully with 'Inner Circle' account","113455","Mocked user can unlink 'Easy Pay' card successfully with 'Inner Circle' account","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 04:48:06 GMT 2025","passed","Thu Mar 27 04:49:59 GMT 2025","testcases.EasyPayTests","GMAP NA Tests | Easy Pay","testcases.EasyPayTests","mockedUserCanUnLinkEasyPayCardSuccessFully"
"User tries to sign up for Easy Pay - step 1 form fields validation","331210","User tries to sign up for Easy Pay - step 1 form fields validation","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 04:52:45 GMT 2025","passed","Thu Mar 27 04:58:16 GMT 2025","testcases.EasyPayTests","GMAP NA Tests | Easy Pay","testcases.EasyPayTests","userTriesToSignUpForEasyPayStep1FormFieldsValidation"
"User can see Circle K stations in searched area on list","28551","User can see Circle K stations in searched area on list","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 04:59:43 GMT 2025","passed","Thu Mar 27 05:00:11 GMT 2025","testcases.OtherFeaturesTests","GMAP NA Tests | Other Features","testcases.OtherFeaturesTests","userCanSeeCircleKStationsInSearchedAreaOnList"
"Mocked user can link 'Easy Pay' card with email linked to card","91633","Mocked user can link 'Easy Pay' card with email linked to card","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 04:44:01 GMT 2025","passed","Thu Mar 27 04:45:33 GMT 2025","testcases.EasyPayTests","GMAP NA Tests | Easy Pay","testcases.EasyPayTests","mockedUserCanLinkEasyPayCardWithEmailLinkedToCard"
"User tries to change default store","48172","User tries to change default store","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 04:55:19 GMT 2025","passed","Thu Mar 27 04:56:07 GMT 2025","testcases.OtherFeaturesTests","GMAP NA Tests | Other Features","testcases.OtherFeaturesTests","userTriesToChangeDefaultStore"
"Existing user tries to sign-in via phone number on 'Account' screen","88570","Existing user tries to sign-in via phone number on 'Account' screen","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 05:24:47 GMT 2025","passed","Thu Mar 27 05:26:16 GMT 2025","testcases.SignInTests","GMAP NA Tests | Sign In","testcases.SignInTests","existingUserTriesToSignIViaPhoneNumberOnAccountScreen"
"New user tries to sign-up via email address on 'Account' screen","103259","New user tries to sign-up via email address on 'Account' screen","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 05:24:02 GMT 2025","passed","Thu Mar 27 05:25:46 GMT 2025","testcases.SignUpTests","GMAP NA Tests | Sign Up","testcases.SignUpTests","newUserTriesToSignUpViaEmailAddressOnAccountScreen"
"New user tries to sign-up via phone number","97515","New user tries to sign-up via phone number","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 05:17:13 GMT 2025","passed","Thu Mar 27 05:18:51 GMT 2025","testcases.SignUpTests","GMAP NA Tests | Sign Up","testcases.SignUpTests","newUserTriesToSignUpViaPhoneNumber"
"User attempts to view previously redeemed codes","51546","User attempts to view previously redeemed codes","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 05:16:33 GMT 2025","passed","Thu Mar 27 05:17:25 GMT 2025","testcases.PartnershipCodesTests","GMAP NA Tests | Partnership Codes","testcases.PartnershipCodesTests","userAttemptsToViewPreviouslyRedeemedCodes"
"Existing user tries to sign-in via phone number","69265","Existing user tries to sign-in via phone number","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 05:16:24 GMT 2025","passed","Thu Mar 27 05:17:33 GMT 2025","testcases.SignInTests","GMAP NA Tests | Sign In","testcases.SignInTests","existingUserTriesToSignInViaPhoneNumber"
