"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Validate that the user sees and acknowledges the NPS screen after a car wash transaction","307362","[Car Wash] New NPS screen behavior - Score of 8","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 14:20:48 GMT 2025","passed","Fri Mar 28 14:25:55 GMT 2025","testcases.CarWashTests","GMAP Tests | Car Wash","testcases.CarWashTests","userAcknowledgesNetPromotionScoreScreen"
"Validates that users can successfully add a valid partner code and it is reflected in the system.","2047","Successfully add a valid partner code","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 14:38:54 GMT 2025","broken","Fri Mar 28 14:38:57 GMT 2025","testcases.PartnerAgreementTests","GMAP Tests | Partner Agreement","testcases.PartnerAgreementTests","addingValidPartnerAgreementCode"
"Background task that logs the user into the GMAP application","113384","BACKGROUND: Log in as existing user | [Car Wash Subscription]","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 13:40:02 GMT 2025","passed","Fri Mar 28 13:41:56 GMT 2025","testcases.CarWashSubscriptionTests","GMAP Tests | Car Wash Subscription","testcases.CarWashSubscriptionTests","logInAsExistingUserUsingPhoneNumber"
"EXTRA Tier 2 manual fuel purchase flow -NO","1955","EXTRA Tier 2 Manual fuel purchase flow - NO","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 14:17:15 GMT 2025","broken","Fri Mar 28 14:17:17 GMT 2025","testcases.ExtraTier2NOTests","GMAP Tests | Extra Tier 2 NO","testcases.ExtraTier2NOTests","manualFuelPurchaseFlowTier2NO"
"User tries to add invalid Credit Card to wallet","95413","User tries to add invalid Credit Card to wallet - DESC","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 14:32:43 GMT 2025","passed","Fri Mar 28 14:34:18 GMT 2025","testcases.AccountTests","GMAP Tests | Account","testcases.AccountTests","userTriesToAddInvalidCreditCardToWallet"
"Background task that logs the user into the GMAP application","103494","BACKGROUND: Log in as existing user | [Gift Card]","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 14:32:12 GMT 2025","passed","Fri Mar 28 14:33:56 GMT 2025","testcases.GiftCardTests","GMAP Tests | Gift Card","testcases.GiftCardTests","logInAsExistingUserUsingPhoneNumber"
"User tries to delete Gift Card from wallet","73102","User tries to delete Gift Card from wallet","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 14:37:38 GMT 2025","passed","Fri Mar 28 14:38:51 GMT 2025","testcases.GiftCardTests","GMAP Tests | Gift Card","testcases.GiftCardTests","userTriesToDeleteGiftCardFromWallet"
"EXTRA Tier 3 CWS purchase flow - user not located at any store with CWS - NO","271126","EXTRA Tier 3 CWS purchase flow - user not located at any store with CWS - NO","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 14:24:55 GMT 2025","broken","Fri Mar 28 14:29:26 GMT 2025","testcases.ExtraTier3NOTests","GMAP Tests | Extra Tier 3 NO","testcases.ExtraTier3NOTests","CWSPurchaseFlowUserNotLocatedAtAnyStoreTier3NO"
"User tries to purchase CWS at store without Mobile Payments Car Wash and CWS features","174906","User tries to purchase CWS at store without Mobile Payments Car Wash and CWS features","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 14:36:39 GMT 2025","passed","Fri Mar 28 14:39:34 GMT 2025","testcases.CarWashTests","GMAP Tests | Car Wash","testcases.CarWashTests","userTriesToPurchaseCwsAtStoreWithoutMobilePaymentsCarWashAndCwsFeatures"
"User tries to use CWS consumption when np up-sell/down-sell options are available","251891","User tries to use CWS consumption without up-sell/down-sell option","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 14:23:27 GMT 2025","broken","Fri Mar 28 14:27:39 GMT 2025","testcases.CarWashSubscriptionTests","GMAP Tests | Car Wash Subscription","testcases.CarWashSubscriptionTests","userTriesToUseCWSConsumptionWithoutUpSellDownSell"
"EXTRA Tier 1. Single wash purchase flow - SE","446723","EXTRA Tier 1. Single wash purchase flow - SE","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 13:55:09 GMT 2025","passed","Fri Mar 28 14:02:36 GMT 2025","testcases.ExtraTier1SETests","GMAP Tests | Extra Tier 1 SE","testcases.ExtraTier1SETests","singleWashPurchaseFlowTier1SE"
"EXTRA Tier 3 CWS purchase flow - user not located at any store with CWS - SE","277570","EXTRA Tier 3 CWS purchase flow - user not located at any store with CWS - SE","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 14:28:06 GMT 2025","broken","Fri Mar 28 14:32:44 GMT 2025","testcases.ExtraTier3SETests","GMAP Tests | Extra Tier 3 SE","testcases.ExtraTier3SETests","CWSPurchaseFlowUserNotLocatedAtAnyStoreTier3SE"
"CWS flow when at a store with no car wash at foreign BU","135957","User tries to purchase CWS at store with Mobile Payments and Car Wash subscriptions and no CWS features in foreign BU","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 13:42:13 GMT 2025","passed","Fri Mar 28 13:44:28 GMT 2025","testcases.CarWashSubscriptionTests","GMAP Tests | Car Wash Subscription","testcases.CarWashSubscriptionTests","userTriesToPurchaseCwsAtStoreWithNoCwsFeaturesAtForeignBU"
"User tries to change profile data with save","90243","User tries to change profile data with save","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 14:24:22 GMT 2025","passed","Fri Mar 28 14:25:52 GMT 2025","testcases.AccountTests","GMAP Tests | Account","testcases.AccountTests","userTriesToChangeProfileDataWithSave"
"User tries to delete 3DS Credit Card from wallet","187567","User tries to delete 3DS Credit Card from wallet","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 14:41:58 GMT 2025","passed","Fri Mar 28 14:45:06 GMT 2025","testcases.AccountTests","GMAP Tests | Account","testcases.AccountTests","userTriesToDelete3DSCreditCardFromWallet"
"Forecourt terms for Car Wash after user buys CWS plan","539222","Forecourt terms for Car Wash after user buys CWS plan","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 14:49:08 GMT 2025","passed","Fri Mar 28 14:58:07 GMT 2025","testcases.CarWashTests","GMAP Tests | Car Wash","testcases.CarWashTests","forecourtTermsAfterCWSPlanBuy"
"","0","Base After Class","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 14:11:33 GMT 2025","failed","Fri Mar 28 14:11:33 GMT 2025","testcases.PayByPlateTests","GMAP Tests | Pay By Plate","testcases.PayByPlateTests","baseAfterClass"
"User tries to single fuel using 3Ds credit card, when not enrolled To PBP and no payment method is added","299633","User tries to single fuel using 3Ds credit card, when not enrolled To PBP and no payment method is added","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 14:41:50 GMT 2025","broken","Fri Mar 28 14:46:50 GMT 2025","testcases.SingleFuellingTests","GMAP Tests | Single Fuelling ","testcases.SingleFuellingTests","userTriesToSingleFuelWith3DSCreditCard"
"Master card member user is able to see master card section in account tab","139030","User is able to see master card section in account tab","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 14:56:35 GMT 2025","passed","Fri Mar 28 14:58:54 GMT 2025","testcases.AccountTests","GMAP Tests | Account","testcases.AccountTests","userGetsMasterCardOption"
"User tries to purchase Gift Card - delivery method by email","230134","User tries to purchase Gift Card - delivery method by email","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 14:59:01 GMT 2025","passed","Fri Mar 28 15:02:51 GMT 2025","testcases.GiftCardTests","GMAP Tests | Gift Card","testcases.GiftCardTests","userTriesToPurchaseGiftCardDeliveryMethodByEmail"
"EXTRA Tier 1 Frictionless fuel purchase flow - SE","1929","EXTRA Tier 1 Frictionless fuel purchase flow - SE","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 14:16:17 GMT 2025","broken","Fri Mar 28 14:16:19 GMT 2025","testcases.ExtraTier1SETests","GMAP Tests | Extra Tier 1 SE","testcases.ExtraTier1SETests","frictionlessFuelPurchaseFlowTier1SE"
"[GMAP] Test to verify the presentation of services in Store Details, ensuring correctness and persistence","153139","Verify Presentation of Services in Store Details","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 14:41:37 GMT 2025","passed","Fri Mar 28 14:44:10 GMT 2025","testcases.SLTests","GMAP Tests | Store Locator","testcases.SLTests","verifyPresentationOfServicesInStoreDetails"
"EXTRA Tier 2 CWS purchase flow - user not located at any store with CWS - NO","267788","EXTRA Tier 2 CWS purchase flow - user not located at any store with CWS - NO","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 13:54:06 GMT 2025","broken","Fri Mar 28 13:58:33 GMT 2025","testcases.ExtraTier2NOTests","GMAP Tests | Extra Tier 2 NO","testcases.ExtraTier2NOTests","CWSPurchaseFlowUserNotLocatedAtAnyStoreTier2NO"
"User tries to buy CWS while in store offering CWS in the BU area","2086","User tries to buy CWS with existing plate","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 14:30:21 GMT 2025","broken","Fri Mar 28 14:30:23 GMT 2025","testcases.SubscriptionsPurchasingTests","GMAP Tests | Subscriptions Purchasing","testcases.SubscriptionsPurchasingTests","userTriesToBuyCWSWithExistingPlate"
"User tries to top up gift card successfully","307239","User tries to top up gift card successfully","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 14:48:16 GMT 2025","passed","Fri Mar 28 14:53:23 GMT 2025","testcases.GiftCardFuellingTests","GMAP Tests | Fuelling","testcases.GiftCardFuellingTests","userTriesToTopUpGiftCardSuccessfully"
"EXTRA Tier 1 Single fuel purchase flow -NO","347218","EXTRA Tier 1 Single fuel purchase flow - NO","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 13:47:07 GMT 2025","broken","Fri Mar 28 13:52:54 GMT 2025","testcases.ExtraTier1NOTests","GMAP Tests | Extra Tier 1 NO","testcases.ExtraTier1NOTests","singleFuelPurchaseFlowTier1NO"
"EXTRA Tier 2. Single wash purchase flow- NO","1954","EXTRA Tier 2. Single wash purchase flow - NO","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 14:07:01 GMT 2025","broken","Fri Mar 28 14:07:02 GMT 2025","testcases.ExtraTier2NOTests","GMAP Tests | Extra Tier 2 NO","testcases.ExtraTier2NOTests","singleWashPurchaseFlowTier2NO"
"User tries to refuel using frictionless flow with purchase limit greater than the default BU setting","349991","User tries to refuel using frictionless flow with purchase limit greater than the default BU setting","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 14:00:27 GMT 2025","broken","Fri Mar 28 14:06:17 GMT 2025","testcases.PayByPlateTests","GMAP Tests | Pay By Plate","testcases.PayByPlateTests","userTriesToRefuelUsingFrictionlessFlowWithGreaterPurchaseLimit"
"User tries to add license plate in ""Pay By Plate""","124989","User tries to add car in ""Pay By Plate""","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 14:06:42 GMT 2025","broken","Fri Mar 28 14:08:47 GMT 2025","testcases.PayByPlateTests","GMAP Tests | Pay By Plate","testcases.PayByPlateTests","userTriesToAddLicensePlateInPBP"
"User tries to buy CWS while in store offering CWS in the BU area","1929","User tries to buy CWS while in store offering CWS","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 14:27:46 GMT 2025","broken","Fri Mar 28 14:27:48 GMT 2025","testcases.SubscriptionsPurchasingTests","GMAP Tests | Subscriptions Purchasing","testcases.SubscriptionsPurchasingTests","userTriesToBuyCWSWhileInStoreOfferingCWS"
"EXTRA Tier 2 manual fuel purchase flow -SE","2043","EXTRA Tier 2 Manual fuel purchase flow - SE","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 14:14:35 GMT 2025","broken","Fri Mar 28 14:14:37 GMT 2025","testcases.ExtraTier2SETests","GMAP Tests | Extra Tier 2 SE","testcases.ExtraTier2SETests","manualFuelPurchaseFlowTier2SE"
"User tries to add invalid Credit Card to wallet","90583","User tries to add invalid Credit Card to wallet - DESC","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 14:30:48 GMT 2025","passed","Fri Mar 28 14:32:19 GMT 2025","testcases.AccountTests","GMAP Tests | Account","testcases.AccountTests","userTriesToAddInvalidCreditCardToWallet"
"EXTRA Tier 2 CWS plan consumption with CURRENT flow - SE","2107","EXTRA Tier 2 CWS plan consumption with current flow - SE","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 14:09:56 GMT 2025","broken","Fri Mar 28 14:09:58 GMT 2025","testcases.ExtraTier2SETests","GMAP Tests | Extra Tier 2 SE","testcases.ExtraTier2SETests","CWSConsumptionFlowTier2SE"
"User tries to delete Credit Card from wallet","67291","User tries to delete Credit Card from wallet","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 14:37:16 GMT 2025","passed","Fri Mar 28 14:38:23 GMT 2025","testcases.AccountTests","GMAP Tests | Account","testcases.AccountTests","userTriesToDeleteCreditCardFromWallet"
"EXTRA Tier 1 Single fuel purchase flow -SE","394721","EXTRA Tier 1 Single fuel purchase flow - SE","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 13:47:44 GMT 2025","broken","Fri Mar 28 13:54:18 GMT 2025","testcases.ExtraTier1SETests","GMAP Tests | Extra Tier 1 SE","testcases.ExtraTier1SETests","singleFuelPurchaseFlowTier1SE"
"EXTRA Tier 2 Frictionless fuel purchase flow - SE","2196","EXTRA Tier 2 Frictionless fuel purchase flow - SE","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 14:05:56 GMT 2025","broken","Fri Mar 28 14:05:58 GMT 2025","testcases.ExtraTier2SETests","GMAP Tests | Extra Tier 2 SE","testcases.ExtraTier2SETests","frictionlessFuelPurchaseFlowTier2SE"
"EXTRA Tier 3 CWS plan consumption with CURRENT flow - NO","1947","EXTRA Tier 3 CWS plan consumption with current flow - NO","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 14:31:27 GMT 2025","broken","Fri Mar 28 14:31:29 GMT 2025","testcases.ExtraTier3NOTests","GMAP Tests | Extra Tier 3 NO","testcases.ExtraTier3NOTests","CWSConsumptionFlowTier3NO"
"User tries to delete profile with confirmation","2312","User tries to delete profile with confirmation","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 14:47:39 GMT 2025","broken","Fri Mar 28 14:47:41 GMT 2025","testcases.AccountTests","GMAP Tests | Account","testcases.AccountTests","userTriesToDeleteProfileWithConfirmation"
"User tries to do cws in Running Status when at Native Store with Mobile Payments Carwash and CWS Available","314202","User tries to do cws in Running Status when at Native Store with Mobile Payments Carwash and CWS Available","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 14:01:28 GMT 2025","failed","Fri Mar 28 14:06:43 GMT 2025","testcases.CarWashSubscriptionTests","GMAP Tests | Car Wash Subscription","testcases.CarWashSubscriptionTests","cwsRunningStatusWhenAtNativeStoreWithMobilePaymentsCarWashAndCWSAvailable"
"EXTRA Tier 3 CWS purchase flow - user located at store with CWS - SE","303772","[EXTRA Tier 3] CWS purchase flow - user located at store with CWS - SE","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 14:15:54 GMT 2025","broken","Fri Mar 28 14:20:58 GMT 2025","testcases.ExtraTier3SETests","GMAP Tests | Extra Tier 3 SE","testcases.ExtraTier3SETests","CWSPurchaseFlowUserLocatedAtStoreWithCWSTier3SE"
"User tries to refuel using frictionless flow","282611","User tries to refuel using frictionless flow","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 13:48:13 GMT 2025","broken","Fri Mar 28 13:52:55 GMT 2025","testcases.PayByPlateTests","GMAP Tests | Pay By Plate","testcases.PayByPlateTests","userTriesToRefuelUsingFrictionlessFlow"
"User checks threshold values for the amount while purchasing a Gift Card from CTA","307329","User checks threshold values for the amount while purchasing a Gift Card from CTA","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 14:46:55 GMT 2025","passed","Fri Mar 28 14:52:02 GMT 2025","testcases.GiftCardTests","GMAP Tests | Gift Card","testcases.GiftCardTests","userTriesToPurchaseGiftCardAndValidatesErrorForMinAndMaxValue"
"User tries to change marketing consents","129098","User tries to change marketing consents","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 14:21:44 GMT 2025","passed","Fri Mar 28 14:23:54 GMT 2025","testcases.AccountTests","GMAP Tests | Account","testcases.AccountTests","userTriesToChangeMarketingConsents"
"EXTRA Tier 2 Single fuel purchase flow -NO","2033","EXTRA Tier 2 Single fuel purchase flow - NO","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 14:13:20 GMT 2025","broken","Fri Mar 28 14:13:22 GMT 2025","testcases.ExtraTier2NOTests","GMAP Tests | Extra Tier 2 NO","testcases.ExtraTier2NOTests","singleFuelPurchaseFlowTier2NO"
"CWS plans offer once User is not at the station Home BU","1974","CWS plans offer once User is not at the station Home BU","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 14:33:54 GMT 2025","broken","Fri Mar 28 14:33:56 GMT 2025","testcases.CarWashSubscriptionTests","GMAP Tests | Car Wash Subscription","testcases.CarWashSubscriptionTests","userTriesToAccessCWSPlansOfferNotAtStationHomeBU"
"User tries to cancel CWS Consumption","135685","User tries to cancel CWS Consumption","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 14:12:58 GMT 2025","broken","Fri Mar 28 14:15:13 GMT 2025","testcases.CarWashSubscriptionTests","GMAP Tests | Car Wash Subscription","testcases.CarWashSubscriptionTests","userTriesToCancelCWSConsumption"
"User tries to use single wash consumption when Car Wash Subscription is available","254345","User tries to use single wash consumption","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 14:32:01 GMT 2025","broken","Fri Mar 28 14:36:15 GMT 2025","testcases.CarWashTests","GMAP Tests | Car Wash","testcases.CarWashTests","userTriesToUseSingleWashConsumption"
"User has reached daily CWS limit on current plan and is offered to purchase of single wash with no up-sell/down-sell option","1937","User has reached daily CWS limit on current plan and is offered to purchase of single wash with no up-sell/down-sell option","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 14:29:45 GMT 2025","broken","Fri Mar 28 14:29:47 GMT 2025","testcases.CarWashSubscriptionTests","GMAP Tests | Car Wash Subscription","testcases.CarWashSubscriptionTests","userHasReachedDailyCwsLimitOnCurrentPlanAndIsOfferedToPurchaseOfSingleWashWithNoUpsellOrDownSellOption"
"User tries to refuel using single fuel using Gift Card with foreign currency - not enough balance","285588","User tries to refuel using single fuel using Gift Card with foreign currency - not enough balance","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 14:41:56 GMT 2025","broken","Fri Mar 28 14:46:41 GMT 2025","testcases.GiftCardFuellingTests","GMAP Tests | Fuelling","testcases.GiftCardFuellingTests","userTriesToRefuelUsingSingleFuelWithNotEnoughBalanceGiftCardForeignCurrency"
"Pbp management - user tries to edit an existing plate","1793","User tries to edit an existing plate","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 14:10:05 GMT 2025","broken","Fri Mar 28 14:10:07 GMT 2025","testcases.PayByPlateTests","GMAP Tests | Pay By Plate","testcases.PayByPlateTests","userTriesToEditAnExistingPlateInPBP"
"User tries to refuel using single fuel using automatic renewal Gift Card with native currency","279042","User tries to refuel using single fuel using automatic renewal Gift Card with native currency","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 14:26:35 GMT 2025","broken","Fri Mar 28 14:31:14 GMT 2025","testcases.GiftCardFuellingTests","GMAP Tests | Fuelling","testcases.GiftCardFuellingTests","userTriesToRefuelUsingSingleFuelWithGiftCardNativeCurrency"
"User tries to single fuel using credit card with non-default fueling preferences, when not enrolled To PBP","230181","User tries to single fuel using credit card with non-default fueling preferences, when not enrolled To PBP","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 14:51:29 GMT 2025","broken","Fri Mar 28 14:55:19 GMT 2025","testcases.SingleFuellingTests","GMAP Tests | Single Fuelling ","testcases.SingleFuellingTests","userTriesToSingleFuelWithNonDefaultFuelPreferences"
"User tries to refuel using manual flow","250166","User tries to refuel using manual flow","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 13:43:39 GMT 2025","broken","Fri Mar 28 13:47:49 GMT 2025","testcases.PayByPlateTests","GMAP Tests | Pay By Plate","testcases.PayByPlateTests","userTriesToRefuelUsingManualFlow"
"EXTRA Tier 3 CWS purchase flow - user located at store with CWS - NO","265961"," Extra Tier 3 CWS purchase flow - user located at store with CWS - NO","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 14:15:15 GMT 2025","broken","Fri Mar 28 14:19:41 GMT 2025","testcases.ExtraTier3NOTests","GMAP Tests | Extra Tier 3 NO","testcases.ExtraTier3NOTests","CWSPurchaseFlowUserLocatedAtStoreWithCWSTier3NO"
"EXTRA Tier 2 Changing 'Everyday savings' discount from Tier1 to Tier2 - NO","1933","EXTRA Tier 2 Changing 'Everyday savings' discount from Tier2 to Tier3 - NO","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 14:14:44 GMT 2025","broken","Fri Mar 28 14:14:46 GMT 2025","testcases.ExtraTier2NOTests","GMAP Tests | Extra Tier 2 NO","testcases.ExtraTier2NOTests","changingEveryDaySavingsDiscountFromTier2ToTier3NO"
"EXTRA Tier 2 CWS plan consumption with CURRENT flow - NO","2174","EXTRA Tier 2 CWS plan consumption with current flow - NO","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 14:09:17 GMT 2025","broken","Fri Mar 28 14:09:19 GMT 2025","testcases.ExtraTier2NOTests","GMAP Tests | Extra Tier 2 NO","testcases.ExtraTier2NOTests","CWSConsumptionFlowTier2NO"
"User tries to use single wash station offer once user is not at the station","233445","User tries to use single wash station offer once user is not at the station","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 14:44:30 GMT 2025","passed","Fri Mar 28 14:48:24 GMT 2025","testcases.CarWashTests","GMAP Tests | Car Wash","testcases.CarWashTests","userTriesToUseSingleWashStationOffer"
"[GMAP] Test to verify the display of new fuel types in Store Details, validate correctness and persistence","268486","Verify New Fuel Types Display in Store Details","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 14:36:50 GMT 2025","passed","Fri Mar 28 14:41:18 GMT 2025","testcases.SLTests","GMAP Tests | Store Locator","testcases.SLTests","verifyNewFuelTypesDisplayInStoreDetails"
